# Species	Genes	Alg.-Conn.	AnophelesalbimanusSTECLA.faa	AnophelesatroparvusEBRO.faa	AnophelesfunestusFUMOZ.faa	AnophelesgambiaePEST.faa
4	4	0.623	AnophelesalbimanusSTECLA|AALB007591	AnophelesatroparvusEBRO|AATE004972	AnophelesfunestusFUMOZ|AFUN003497	AnophelesgambiaePEST|AGAP010430
4	4	0.623	AnophelesalbimanusSTECLA|AALB007592	AnophelesatroparvusEBRO|AATE019580	AnophelesfunestusFUMOZ|AFUN020518	AnophelesgambiaePEST|AGAP010431
4	4	0.623	AnophelesalbimanusSTECLA|AALB007594	AnophelesatroparvusEBRO|AATE016993	AnophelesfunestusFUMOZ|AFUN003494	AnophelesgambiaePEST|AGAP010432
4	4	0.623	AnophelesalbimanusSTECLA|AALB007595	AnophelesatroparvusEBRO|AATE013116	AnophelesfunestusFUMOZ|AFUN003492	AnophelesgambiaePEST|AGAP028121
4	4	0.623	AnophelesalbimanusSTECLA|AALB007598	AnophelesatroparvusEBRO|AATE006417	AnophelesfunestusFUMOZ|AFUN003490	AnophelesgambiaePEST|AGAP010435
4	4	0.623	AnophelesalbimanusSTECLA|AALB007599	AnophelesatroparvusEBRO|AATE011103	AnophelesfunestusFUMOZ|AFUN003489	AnophelesgambiaePEST|AGAP010436
4	4	0.623	AnophelesalbimanusSTECLA|AALB007602	AnophelesatroparvusEBRO|AATE016865	AnophelesfunestusFUMOZ|AFUN003487	AnophelesgambiaePEST|AGAP010437
4	4	0.623	AnophelesalbimanusSTECLA|AALB007603	AnophelesatroparvusEBRO|AATE013762	AnophelesfunestusFUMOZ|AFUN003486	AnophelesgambiaePEST|AGAP010438
4	4	0.623	AnophelesalbimanusSTECLA|AALB007604	AnophelesatroparvusEBRO|AATE015767	AnophelesfunestusFUMOZ|AFUN021330	AnophelesgambiaePEST|AGAP010439
4	4	0.623	AnophelesalbimanusSTECLA|AALB007605	AnophelesatroparvusEBRO|AATE015686	AnophelesfunestusFUMOZ|AFUN003484	AnophelesgambiaePEST|AGAP010441
4	4	0.623	AnophelesalbimanusSTECLA|AALB007607	AnophelesatroparvusEBRO|AATE007067	AnophelesfunestusFUMOZ|AFUN003483	AnophelesgambiaePEST|AGAP010442
4	4	0.623	AnophelesalbimanusSTECLA|AALB007608	AnophelesatroparvusEBRO|AATE012110	AnophelesfunestusFUMOZ|AFUN003482	AnophelesgambiaePEST|AGAP010443
4	4	0.623	AnophelesalbimanusSTECLA|AALB007609	AnophelesatroparvusEBRO|AATE007914	AnophelesfunestusFUMOZ|AFUN003481	AnophelesgambiaePEST|AGAP010444
4	4	0.623	AnophelesalbimanusSTECLA|AALB007614	AnophelesatroparvusEBRO|AATE004006	AnophelesfunestusFUMOZ|AFUN006469	AnophelesgambiaePEST|AGAP010450
4	4	0.623	AnophelesalbimanusSTECLA|AALB007615	AnophelesatroparvusEBRO|AATE020150	AnophelesfunestusFUMOZ|AFUN006470	AnophelesgambiaePEST|AGAP010451
4	4	0.623	AnophelesalbimanusSTECLA|AALB007616	AnophelesatroparvusEBRO|AATE014022	AnophelesfunestusFUMOZ|AFUN006471	AnophelesgambiaePEST|AGAP027995
4	4	0.623	AnophelesalbimanusSTECLA|AALB007618	AnophelesatroparvusEBRO|AATE020038	AnophelesfunestusFUMOZ|AFUN020409	AnophelesgambiaePEST|AGAP010886
4	4	0.623	AnophelesalbimanusSTECLA|AALB007623	AnophelesatroparvusEBRO|AATE009039	AnophelesfunestusFUMOZ|AFUN007341	AnophelesgambiaePEST|AGAP000304
4	4	0.623	AnophelesalbimanusSTECLA|AALB007624	AnophelesatroparvusEBRO|AATE010309	AnophelesfunestusFUMOZ|AFUN000236	AnophelesgambiaePEST|AGAP013097
4	4	0.623	AnophelesalbimanusSTECLA|AALB007625	AnophelesatroparvusEBRO|AATE005959	AnophelesfunestusFUMOZ|AFUN000237	AnophelesgambiaePEST|AGAP012991
4	4	0.623	AnophelesalbimanusSTECLA|AALB007627	AnophelesatroparvusEBRO|AATE010873	AnophelesfunestusFUMOZ|AFUN000239	AnophelesgambiaePEST|AGAP000859
4	4	0.623	AnophelesalbimanusSTECLA|AALB007628	AnophelesatroparvusEBRO|AATE011937	AnophelesfunestusFUMOZ|AFUN000240	AnophelesgambiaePEST|AGAP029672
4	4	0.623	AnophelesalbimanusSTECLA|AALB007632	AnophelesatroparvusEBRO|AATE020408	AnophelesfunestusFUMOZ|AFUN020104	AnophelesgambiaePEST|AGAP000962
4	4	0.623	AnophelesalbimanusSTECLA|AALB007634	AnophelesatroparvusEBRO|AATE016658	AnophelesfunestusFUMOZ|AFUN005579	AnophelesgambiaePEST|AGAP000963
4	4	0.623	AnophelesalbimanusSTECLA|AALB007637	AnophelesatroparvusEBRO|AATE013110	AnophelesfunestusFUMOZ|AFUN010266	AnophelesgambiaePEST|AGAP011362
4	4	0.623	AnophelesalbimanusSTECLA|AALB007638	AnophelesatroparvusEBRO|AATE004833	AnophelesfunestusFUMOZ|AFUN001732	AnophelesgambiaePEST|AGAP000104
4	4	0.623	AnophelesalbimanusSTECLA|AALB007639	AnophelesatroparvusEBRO|AATE011941	AnophelesfunestusFUMOZ|AFUN001733	AnophelesgambiaePEST|AGAP000102
4	4	0.623	AnophelesalbimanusSTECLA|AALB007640	AnophelesatroparvusEBRO|AATE001483	AnophelesfunestusFUMOZ|AFUN007294	AnophelesgambiaePEST|AGAP000885
4	4	0.623	AnophelesalbimanusSTECLA|AALB007641	AnophelesatroparvusEBRO|AATE016081	AnophelesfunestusFUMOZ|AFUN007295	AnophelesgambiaePEST|AGAP000884
4	4	0.623	AnophelesalbimanusSTECLA|AALB007642	AnophelesatroparvusEBRO|AATE004157	AnophelesfunestusFUMOZ|AFUN008413	AnophelesgambiaePEST|AGAP000354
4	4	0.623	AnophelesalbimanusSTECLA|AALB007643	AnophelesatroparvusEBRO|AATE019449	AnophelesfunestusFUMOZ|AFUN000463	AnophelesgambiaePEST|AGAP004736
4	4	0.623	AnophelesalbimanusSTECLA|AALB007646	AnophelesatroparvusEBRO|AATE005672	AnophelesfunestusFUMOZ|AFUN011589	AnophelesgambiaePEST|AGAP000592
4	4	0.623	AnophelesalbimanusSTECLA|AALB007650	AnophelesatroparvusEBRO|AATE008229	AnophelesfunestusFUMOZ|AFUN011593	AnophelesgambiaePEST|AGAP000704
4	4	0.623	AnophelesalbimanusSTECLA|AALB007652	AnophelesatroparvusEBRO|AATE000393	AnophelesfunestusFUMOZ|AFUN008152	AnophelesgambiaePEST|AGAP013262
4	4	0.623	AnophelesalbimanusSTECLA|AALB007653	AnophelesatroparvusEBRO|AATE011217	AnophelesfunestusFUMOZ|AFUN010361	AnophelesgambiaePEST|AGAP001065
4	4	0.623	AnophelesalbimanusSTECLA|AALB007654	AnophelesatroparvusEBRO|AATE018724	AnophelesfunestusFUMOZ|AFUN006237	AnophelesgambiaePEST|AGAP000791
4	4	0.623	AnophelesalbimanusSTECLA|AALB007655	AnophelesatroparvusEBRO|AATE010985	AnophelesfunestusFUMOZ|AFUN006238	AnophelesgambiaePEST|AGAP000790
4	4	0.623	AnophelesalbimanusSTECLA|AALB007658	AnophelesatroparvusEBRO|AATE018720	AnophelesfunestusFUMOZ|AFUN006243	AnophelesgambiaePEST|AGAP000788
4	4	0.623	AnophelesalbimanusSTECLA|AALB007661	AnophelesatroparvusEBRO|AATE001920	AnophelesfunestusFUMOZ|AFUN020880	AnophelesgambiaePEST|AGAP000121
4	4	0.623	AnophelesalbimanusSTECLA|AALB007663	AnophelesatroparvusEBRO|AATE006041	AnophelesfunestusFUMOZ|AFUN005160	AnophelesgambiaePEST|AGAP008428
4	4	0.623	AnophelesalbimanusSTECLA|AALB007664	AnophelesatroparvusEBRO|AATE007280	AnophelesfunestusFUMOZ|AFUN016318	AnophelesgambiaePEST|AGAP000909
4	4	0.623	AnophelesalbimanusSTECLA|AALB007665	AnophelesatroparvusEBRO|AATE014811	AnophelesfunestusFUMOZ|AFUN002834	AnophelesgambiaePEST|AGAP000506
4	4	0.623	AnophelesalbimanusSTECLA|AALB007668	AnophelesatroparvusEBRO|AATE003209	AnophelesfunestusFUMOZ|AFUN002831	AnophelesgambiaePEST|AGAP029815
4	4	0.623	AnophelesalbimanusSTECLA|AALB007670	AnophelesatroparvusEBRO|AATE021711	AnophelesfunestusFUMOZ|AFUN002828	AnophelesgambiaePEST|AGAP029936
4	4	0.623	AnophelesalbimanusSTECLA|AALB007671	AnophelesatroparvusEBRO|AATE002677	AnophelesfunestusFUMOZ|AFUN015717	AnophelesgambiaePEST|AGAP010769
4	4	0.623	AnophelesalbimanusSTECLA|AALB007672	AnophelesatroparvusEBRO|AATE003077	AnophelesfunestusFUMOZ|AFUN010429	AnophelesgambiaePEST|AGAP009012
4	4	0.623	AnophelesalbimanusSTECLA|AALB007673	AnophelesatroparvusEBRO|AATE000200	AnophelesfunestusFUMOZ|AFUN010428	AnophelesgambiaePEST|AGAP001076
4	4	0.623	AnophelesalbimanusSTECLA|AALB007674	AnophelesatroparvusEBRO|AATE019686	AnophelesfunestusFUMOZ|AFUN010427	AnophelesgambiaePEST|AGAP004896
4	4	0.623	AnophelesalbimanusSTECLA|AALB007675	AnophelesatroparvusEBRO|AATE020992	AnophelesfunestusFUMOZ|AFUN003545	AnophelesgambiaePEST|AGAP000547
4	4	0.623	AnophelesalbimanusSTECLA|AALB007678	AnophelesatroparvusEBRO|AATE013859	AnophelesfunestusFUMOZ|AFUN005752	AnophelesgambiaePEST|AGAP000375
4	4	0.623	AnophelesalbimanusSTECLA|AALB007679	AnophelesatroparvusEBRO|AATE000263	AnophelesfunestusFUMOZ|AFUN002825	AnophelesgambiaePEST|AGAP000958
4	4	0.623	AnophelesalbimanusSTECLA|AALB007680	AnophelesatroparvusEBRO|AATE016851	AnophelesfunestusFUMOZ|AFUN002824	AnophelesgambiaePEST|AGAP000957
4	4	0.623	AnophelesalbimanusSTECLA|AALB007681	AnophelesatroparvusEBRO|AATE007034	AnophelesfunestusFUMOZ|AFUN002823	AnophelesgambiaePEST|AGAP000955
4	4	0.623	AnophelesalbimanusSTECLA|AALB007682	AnophelesatroparvusEBRO|AATE000261	AnophelesfunestusFUMOZ|AFUN020692	AnophelesgambiaePEST|AGAP000954
4	4	0.623	AnophelesalbimanusSTECLA|AALB007685	AnophelesatroparvusEBRO|AATE015598	AnophelesfunestusFUMOZ|AFUN005604	AnophelesgambiaePEST|AGAP000778
4	4	0.623	AnophelesalbimanusSTECLA|AALB007686	AnophelesatroparvusEBRO|AATE020122	AnophelesfunestusFUMOZ|AFUN001749	AnophelesgambiaePEST|AGAP029617
4	4	0.623	AnophelesalbimanusSTECLA|AALB007687	AnophelesatroparvusEBRO|AATE013974	AnophelesfunestusFUMOZ|AFUN001748	AnophelesgambiaePEST|AGAP000085
4	4	0.623	AnophelesalbimanusSTECLA|AALB007695	AnophelesatroparvusEBRO|AATE009131	AnophelesfunestusFUMOZ|AFUN010408	AnophelesgambiaePEST|AGAP000128
4	4	0.623	AnophelesalbimanusSTECLA|AALB007696	AnophelesatroparvusEBRO|AATE001740	AnophelesfunestusFUMOZ|AFUN006969	AnophelesgambiaePEST|AGAP000137
4	4	0.623	AnophelesalbimanusSTECLA|AALB007697	AnophelesatroparvusEBRO|AATE016258	AnophelesfunestusFUMOZ|AFUN019899	AnophelesgambiaePEST|AGAP000136
4	4	0.623	AnophelesalbimanusSTECLA|AALB007698	AnophelesatroparvusEBRO|AATE003086	AnophelesfunestusFUMOZ|AFUN000261	AnophelesgambiaePEST|AGAP000250
4	4	0.623	AnophelesalbimanusSTECLA|AALB007699	AnophelesatroparvusEBRO|AATE016049	AnophelesfunestusFUMOZ|AFUN000260	AnophelesgambiaePEST|AGAP000251
4	4	0.623	AnophelesalbimanusSTECLA|AALB007700	AnophelesatroparvusEBRO|AATE016042	AnophelesfunestusFUMOZ|AFUN008060	AnophelesgambiaePEST|AGAP001037
4	4	0.623	AnophelesalbimanusSTECLA|AALB007702	AnophelesatroparvusEBRO|AATE000352	AnophelesfunestusFUMOZ|AFUN008056	AnophelesgambiaePEST|AGAP000473
4	4	0.623	AnophelesalbimanusSTECLA|AALB007703	AnophelesatroparvusEBRO|AATE010090	AnophelesfunestusFUMOZ|AFUN005803	AnophelesgambiaePEST|AGAP013210
4	4	0.623	AnophelesalbimanusSTECLA|AALB007704	AnophelesatroparvusEBRO|AATE011724	AnophelesfunestusFUMOZ|AFUN005705	AnophelesgambiaePEST|AGAP000668
4	4	0.623	AnophelesalbimanusSTECLA|AALB007705	AnophelesatroparvusEBRO|AATE009498	AnophelesfunestusFUMOZ|AFUN020226	AnophelesgambiaePEST|AGAP000669
4	4	0.623	AnophelesalbimanusSTECLA|AALB007711	AnophelesatroparvusEBRO|AATE006496	AnophelesfunestusFUMOZ|AFUN000265	AnophelesgambiaePEST|AGAP000245
4	4	0.623	AnophelesalbimanusSTECLA|AALB007715	AnophelesatroparvusEBRO|AATE005176	AnophelesfunestusFUMOZ|AFUN005694	AnophelesgambiaePEST|AGAP000466
4	4	0.623	AnophelesalbimanusSTECLA|AALB007716	AnophelesatroparvusEBRO|AATE008574	AnophelesfunestusFUMOZ|AFUN020765	AnophelesgambiaePEST|AGAP000899
4	4	0.623	AnophelesalbimanusSTECLA|AALB007717	AnophelesatroparvusEBRO|AATE015625	AnophelesfunestusFUMOZ|AFUN020237	AnophelesgambiaePEST|AGAP000769
4	4	0.623	AnophelesalbimanusSTECLA|AALB007718	AnophelesatroparvusEBRO|AATE010953	AnophelesfunestusFUMOZ|AFUN005595	AnophelesgambiaePEST|AGAP000768
4	4	0.623	AnophelesalbimanusSTECLA|AALB007720	AnophelesatroparvusEBRO|AATE005135	AnophelesfunestusFUMOZ|AFUN002855	AnophelesgambiaePEST|AGAP013283
4	4	0.623	AnophelesalbimanusSTECLA|AALB007723	AnophelesatroparvusEBRO|AATE014205	AnophelesfunestusFUMOZ|AFUN000266	AnophelesgambiaePEST|AGAP000243
4	4	0.623	AnophelesalbimanusSTECLA|AALB007725	AnophelesatroparvusEBRO|AATE005101	AnophelesfunestusFUMOZ|AFUN002853	AnophelesgambiaePEST|AGAP000532
4	4	0.623	AnophelesalbimanusSTECLA|AALB007727	AnophelesatroparvusEBRO|AATE014682	AnophelesfunestusFUMOZ|AFUN020768	AnophelesgambiaePEST|AGAP001053
4	4	0.623	AnophelesalbimanusSTECLA|AALB007735	AnophelesatroparvusEBRO|AATE013780	AnophelesfunestusFUMOZ|AFUN005811	AnophelesgambiaePEST|AGAP000623
4	4	0.623	AnophelesalbimanusSTECLA|AALB007736	AnophelesatroparvusEBRO|AATE015802	AnophelesfunestusFUMOZ|AFUN021761	AnophelesgambiaePEST|AGAP000991
4	4	0.623	AnophelesalbimanusSTECLA|AALB007737	AnophelesatroparvusEBRO|AATE003856	AnophelesfunestusFUMOZ|AFUN021762	AnophelesgambiaePEST|AGAP000992
4	4	0.623	AnophelesalbimanusSTECLA|AALB007740	AnophelesatroparvusEBRO|AATE020292	AnophelesfunestusFUMOZ|AFUN006073	AnophelesgambiaePEST|AGAP010271
4	4	0.623	AnophelesalbimanusSTECLA|AALB007743	AnophelesatroparvusEBRO|AATE008091	AnophelesfunestusFUMOZ|AFUN006075	AnophelesgambiaePEST|AGAP000666
4	4	0.623	AnophelesalbimanusSTECLA|AALB007747	AnophelesatroparvusEBRO|AATE013273	AnophelesfunestusFUMOZ|AFUN004695	AnophelesgambiaePEST|AGAP000053
4	4	0.623	AnophelesalbimanusSTECLA|AALB007750	AnophelesatroparvusEBRO|AATE003730	AnophelesfunestusFUMOZ|AFUN004699	AnophelesgambiaePEST|AGAP000056
4	4	0.623	AnophelesalbimanusSTECLA|AALB007754	AnophelesatroparvusEBRO|AATE017340	AnophelesfunestusFUMOZ|AFUN010423	AnophelesgambiaePEST|AGAP001094
4	4	0.623	AnophelesalbimanusSTECLA|AALB007757	AnophelesatroparvusEBRO|AATE005256	AnophelesfunestusFUMOZ|AFUN008177	AnophelesgambiaePEST|AGAP000659
4	4	0.623	AnophelesalbimanusSTECLA|AALB007759	AnophelesatroparvusEBRO|AATE016903	AnophelesfunestusFUMOZ|AFUN010396	AnophelesgambiaePEST|AGAP000117
4	4	0.623	AnophelesalbimanusSTECLA|AALB007760	AnophelesatroparvusEBRO|AATE020486	AnophelesfunestusFUMOZ|AFUN010397	AnophelesgambiaePEST|AGAP000118
4	4	0.623	AnophelesalbimanusSTECLA|AALB007767	AnophelesatroparvusEBRO|AATE014083	AnophelesfunestusFUMOZ|AFUN021207	AnophelesgambiaePEST|AGAP000513
4	4	0.623	AnophelesalbimanusSTECLA|AALB007770	AnophelesatroparvusEBRO|AATE016320	AnophelesfunestusFUMOZ|AFUN000704	AnophelesgambiaePEST|AGAP000724
4	4	0.623	AnophelesalbimanusSTECLA|AALB007771	AnophelesatroparvusEBRO|AATE009138	AnophelesfunestusFUMOZ|AFUN000705	AnophelesgambiaePEST|AGAP000723
4	4	0.623	AnophelesalbimanusSTECLA|AALB007772	AnophelesatroparvusEBRO|AATE005858	AnophelesfunestusFUMOZ|AFUN000707	AnophelesgambiaePEST|AGAP000720
4	4	0.623	AnophelesalbimanusSTECLA|AALB007774	AnophelesatroparvusEBRO|AATE002648	AnophelesfunestusFUMOZ|AFUN005733	AnophelesgambiaePEST|AGAP000389
4	4	0.623	AnophelesalbimanusSTECLA|AALB007778	AnophelesatroparvusEBRO|AATE008651	AnophelesfunestusFUMOZ|AFUN000189	AnophelesgambiaePEST|AGAP000041
4	4	0.623	AnophelesalbimanusSTECLA|AALB007779	AnophelesatroparvusEBRO|AATE010579	AnophelesfunestusFUMOZ|AFUN000190	AnophelesgambiaePEST|AGAP000040
4	4	0.623	AnophelesalbimanusSTECLA|AALB007780	AnophelesatroparvusEBRO|AATE007047	AnophelesfunestusFUMOZ|AFUN004689	AnophelesgambiaePEST|AGAP000047
4	4	0.623	AnophelesalbimanusSTECLA|AALB007781	AnophelesatroparvusEBRO|AATE011792	AnophelesfunestusFUMOZ|AFUN010363	AnophelesgambiaePEST|AGAP001082
4	4	0.623	AnophelesalbimanusSTECLA|AALB007783	AnophelesatroparvusEBRO|AATE002482	AnophelesfunestusFUMOZ|AFUN003882	AnophelesgambiaePEST|AGAP000149
4	4	0.623	AnophelesalbimanusSTECLA|AALB007785	AnophelesatroparvusEBRO|AATE006687	AnophelesfunestusFUMOZ|AFUN006994	AnophelesgambiaePEST|AGAP000735
4	4	0.623	AnophelesalbimanusSTECLA|AALB007786	AnophelesatroparvusEBRO|AATE020629	AnophelesfunestusFUMOZ|AFUN008139	AnophelesgambiaePEST|AGAP000615
4	4	0.623	AnophelesalbimanusSTECLA|AALB007788	AnophelesatroparvusEBRO|AATE008089	AnophelesfunestusFUMOZ|AFUN019814	AnophelesgambiaePEST|AGAP001050
4	4	0.623	AnophelesalbimanusSTECLA|AALB007793	AnophelesatroparvusEBRO|AATE010412	AnophelesfunestusFUMOZ|AFUN006978	AnophelesgambiaePEST|AGAP000748
4	4	0.623	AnophelesalbimanusSTECLA|AALB007794	AnophelesatroparvusEBRO|AATE000786	AnophelesfunestusFUMOZ|AFUN005697	AnophelesgambiaePEST|AGAP000469
4	4	0.623	AnophelesalbimanusSTECLA|AALB007795	AnophelesatroparvusEBRO|AATE020488	AnophelesfunestusFUMOZ|AFUN007569	AnophelesgambiaePEST|AGAP000841
4	4	0.623	AnophelesalbimanusSTECLA|AALB007796	AnophelesatroparvusEBRO|AATE007451	AnophelesfunestusFUMOZ|AFUN006901	AnophelesgambiaePEST|AGAP000412
4	4	0.623	AnophelesalbimanusSTECLA|AALB007797	AnophelesatroparvusEBRO|AATE005968	AnophelesfunestusFUMOZ|AFUN006902	AnophelesgambiaePEST|AGAP000413
4	4	0.623	AnophelesalbimanusSTECLA|AALB007829	AnophelesatroparvusEBRO|AATE010593	AnophelesfunestusFUMOZ|AFUN020175	AnophelesgambiaePEST|AGAP005071
4	4	0.623	AnophelesalbimanusSTECLA|AALB007831	AnophelesatroparvusEBRO|AATE019204	AnophelesfunestusFUMOZ|AFUN016235	AnophelesgambiaePEST|AGAP005029
4	4	0.623	AnophelesalbimanusSTECLA|AALB007837	AnophelesatroparvusEBRO|AATE008026	AnophelesfunestusFUMOZ|AFUN002219	AnophelesgambiaePEST|AGAP010170
4	4	0.623	AnophelesalbimanusSTECLA|AALB007838	AnophelesatroparvusEBRO|AATE010647	AnophelesfunestusFUMOZ|AFUN002221	AnophelesgambiaePEST|AGAP010172
4	4	0.623	AnophelesalbimanusSTECLA|AALB007839	AnophelesatroparvusEBRO|AATE005166	AnophelesfunestusFUMOZ|AFUN002222	AnophelesgambiaePEST|AGAP010173
4	4	0.623	AnophelesalbimanusSTECLA|AALB007840	AnophelesatroparvusEBRO|AATE003885	AnophelesfunestusFUMOZ|AFUN002228	AnophelesgambiaePEST|AGAP010180
4	4	0.623	AnophelesalbimanusSTECLA|AALB007843	AnophelesatroparvusEBRO|AATE000210	AnophelesfunestusFUMOZ|AFUN016404	AnophelesgambiaePEST|AGAP010198
4	4	0.623	AnophelesalbimanusSTECLA|AALB007845	AnophelesatroparvusEBRO|AATE005317	AnophelesfunestusFUMOZ|AFUN001889	AnophelesgambiaePEST|AGAP010200
4	4	0.623	AnophelesalbimanusSTECLA|AALB007846	AnophelesatroparvusEBRO|AATE013738	AnophelesfunestusFUMOZ|AFUN016334	AnophelesgambiaePEST|AGAP010201
4	4	0.623	AnophelesalbimanusSTECLA|AALB007847	AnophelesatroparvusEBRO|AATE013291	AnophelesfunestusFUMOZ|AFUN016329	AnophelesgambiaePEST|AGAP010202
4	4	0.623	AnophelesalbimanusSTECLA|AALB007848	AnophelesatroparvusEBRO|AATE021863	AnophelesfunestusFUMOZ|AFUN001892	AnophelesgambiaePEST|AGAP010203
4	4	0.623	AnophelesalbimanusSTECLA|AALB007849	AnophelesatroparvusEBRO|AATE007637	AnophelesfunestusFUMOZ|AFUN001893	AnophelesgambiaePEST|AGAP010204
4	4	0.623	AnophelesalbimanusSTECLA|AALB007850	AnophelesatroparvusEBRO|AATE004569	AnophelesfunestusFUMOZ|AFUN001894	AnophelesgambiaePEST|AGAP010205
4	4	0.623	AnophelesalbimanusSTECLA|AALB007854	AnophelesatroparvusEBRO|AATE000762	AnophelesfunestusFUMOZ|AFUN001900	AnophelesgambiaePEST|AGAP010209
4	4	0.623	AnophelesalbimanusSTECLA|AALB007856	AnophelesatroparvusEBRO|AATE018858	AnophelesfunestusFUMOZ|AFUN001901	AnophelesgambiaePEST|AGAP010210
4	4	0.623	AnophelesalbimanusSTECLA|AALB007858	AnophelesatroparvusEBRO|AATE006311	AnophelesfunestusFUMOZ|AFUN014222	AnophelesgambiaePEST|AGAP010213
4	4	0.623	AnophelesalbimanusSTECLA|AALB007864	AnophelesatroparvusEBRO|AATE009331	AnophelesfunestusFUMOZ|AFUN001909	AnophelesgambiaePEST|AGAP010219
4	4	0.623	AnophelesalbimanusSTECLA|AALB007865	AnophelesatroparvusEBRO|AATE015852	AnophelesfunestusFUMOZ|AFUN001910	AnophelesgambiaePEST|AGAP010220
4	4	0.623	AnophelesalbimanusSTECLA|AALB007867	AnophelesatroparvusEBRO|AATE010819	AnophelesfunestusFUMOZ|AFUN001912	AnophelesgambiaePEST|AGAP010222
4	4	0.623	AnophelesalbimanusSTECLA|AALB007868	AnophelesatroparvusEBRO|AATE018497	AnophelesfunestusFUMOZ|AFUN001913	AnophelesgambiaePEST|AGAP010223
4	4	0.623	AnophelesalbimanusSTECLA|AALB007870	AnophelesatroparvusEBRO|AATE010862	AnophelesfunestusFUMOZ|AFUN003738	AnophelesgambiaePEST|AGAP005423
4	4	0.623	AnophelesalbimanusSTECLA|AALB007873	AnophelesatroparvusEBRO|AATE003027	AnophelesfunestusFUMOZ|AFUN021113	AnophelesgambiaePEST|AGAP010224
4	4	0.623	AnophelesalbimanusSTECLA|AALB007875	AnophelesatroparvusEBRO|AATE002566	AnophelesfunestusFUMOZ|AFUN001918	AnophelesgambiaePEST|AGAP010229
4	4	0.623	AnophelesalbimanusSTECLA|AALB007876	AnophelesatroparvusEBRO|AATE020467	AnophelesfunestusFUMOZ|AFUN001919	AnophelesgambiaePEST|AGAP010230
4	4	0.623	AnophelesalbimanusSTECLA|AALB007878	AnophelesatroparvusEBRO|AATE019747	AnophelesfunestusFUMOZ|AFUN020687	AnophelesgambiaePEST|AGAP010234
4	4	0.623	AnophelesalbimanusSTECLA|AALB007879	AnophelesatroparvusEBRO|AATE016948	AnophelesfunestusFUMOZ|AFUN003120	AnophelesgambiaePEST|AGAP010235
4	4	0.623	AnophelesalbimanusSTECLA|AALB007881	AnophelesatroparvusEBRO|AATE016936	AnophelesfunestusFUMOZ|AFUN003122	AnophelesgambiaePEST|AGAP010238
4	4	0.623	AnophelesalbimanusSTECLA|AALB007884	AnophelesatroparvusEBRO|AATE019607	AnophelesfunestusFUMOZ|AFUN003127	AnophelesgambiaePEST|AGAP010242
4	4	0.623	AnophelesalbimanusSTECLA|AALB007888	AnophelesatroparvusEBRO|AATE016752	AnophelesfunestusFUMOZ|AFUN003130	AnophelesgambiaePEST|AGAP010245
4	4	0.623	AnophelesalbimanusSTECLA|AALB007893	AnophelesatroparvusEBRO|AATE015413	AnophelesfunestusFUMOZ|AFUN003136	AnophelesgambiaePEST|AGAP010249
4	4	0.623	AnophelesalbimanusSTECLA|AALB007894	AnophelesatroparvusEBRO|AATE005085	AnophelesfunestusFUMOZ|AFUN002217	AnophelesgambiaePEST|AGAP010168
4	4	0.623	AnophelesalbimanusSTECLA|AALB007895	AnophelesatroparvusEBRO|AATE020016	AnophelesfunestusFUMOZ|AFUN002216	AnophelesgambiaePEST|AGAP029467
4	4	0.623	AnophelesalbimanusSTECLA|AALB007897	AnophelesatroparvusEBRO|AATE006577	AnophelesfunestusFUMOZ|AFUN002214	AnophelesgambiaePEST|AGAP010164
4	4	0.623	AnophelesalbimanusSTECLA|AALB007898	AnophelesatroparvusEBRO|AATE013198	AnophelesfunestusFUMOZ|AFUN002213	AnophelesgambiaePEST|AGAP010163
4	4	0.623	AnophelesalbimanusSTECLA|AALB007899	AnophelesatroparvusEBRO|AATE021162	AnophelesfunestusFUMOZ|AFUN002212	AnophelesgambiaePEST|AGAP010162
4	4	0.623	AnophelesalbimanusSTECLA|AALB007900	AnophelesatroparvusEBRO|AATE001287	AnophelesfunestusFUMOZ|AFUN020822	AnophelesgambiaePEST|AGAP010160
4	4	0.623	AnophelesalbimanusSTECLA|AALB007903	AnophelesatroparvusEBRO|AATE015365	AnophelesfunestusFUMOZ|AFUN020394	AnophelesgambiaePEST|AGAP010157
4	4	0.623	AnophelesalbimanusSTECLA|AALB007907	AnophelesatroparvusEBRO|AATE016740	AnophelesfunestusFUMOZ|AFUN002202	AnophelesgambiaePEST|AGAP010151
4	4	0.623	AnophelesalbimanusSTECLA|AALB007909	AnophelesatroparvusEBRO|AATE014533	AnophelesfunestusFUMOZ|AFUN002198	AnophelesgambiaePEST|AGAP010147
4	4	0.623	AnophelesalbimanusSTECLA|AALB007923	AnophelesatroparvusEBRO|AATE015735	AnophelesfunestusFUMOZ|AFUN020920	AnophelesgambiaePEST|AGAP010129
4	4	0.623	AnophelesalbimanusSTECLA|AALB007924	AnophelesatroparvusEBRO|AATE001374	AnophelesfunestusFUMOZ|AFUN000060	AnophelesgambiaePEST|AGAP010115
4	4	0.623	AnophelesalbimanusSTECLA|AALB007935	AnophelesatroparvusEBRO|AATE013155	AnophelesfunestusFUMOZ|AFUN000071	AnophelesgambiaePEST|AGAP010096
