#Species	Gene_1	Ext_1	Gene_2	Ext_2	Weight
AnophelesalbimanusSTECLA	OG6111483_AALB006326	h	OG6104079_AALB006331	t	0
AnophelesalbimanusSTECLA	OG6128919_AALB006950	h	OG6163821_AALB006949	h	0
AnophelesalbimanusSTECLA	OG6142255_AALB006466	h	OG6136605_AALB006463	t	0
AnophelesalbimanusSTECLA	OG6126471_AALB006445	h	OG6136702_AALB006444	t	0
AnophelesalbimanusSTECLA	OG6105362_AALB007706	h	OG6109243_AALB007707	h	0
AnophelesalbimanusSTECLA	OG6108096_AALB006816	t	OG6122504_AALB006813	h	0
AnophelesalbimanusSTECLA	OG6107572_AALB007664	h	OG6104725_AALB007666	t	0
AnophelesalbimanusSTECLA	OG6126602_AALB006776	h	OG6126602_AALB006775	t	0
AnophelesalbimanusSTECLA	OG6107969_AALB006801	h	OG6100220_AALB006802	h	0
AnophelesalbimanusSTECLA	OG6109233_AALB006651	t	OG6109017_AALB006653	t	0
AnophelesalbimanusSTECLA	OG6104609_AALB006500	h	OG6107366_AALB006499	h	0
AnophelesalbimanusSTECLA	OG6103618_AALB006820	h	OG6126424_AALB006821	h	0
AnophelesalbimanusSTECLA	OG6316406_AALB006615	t	OG6130014_AALB006613	h	0
AnophelesalbimanusSTECLA	OG6117926_AALB016005	h	OG6117926_AALB016004	t	0
AnophelesalbimanusSTECLA	OG6111122_AALB016575	h	OG6151102_AALB016576	t	0
AnophelesalbimanusSTECLA	OG6105533_AALB006724	h	OG6102836_AALB006728	t	0
AnophelesalbimanusSTECLA	OG6132683_AALB006457	h	OG6105219_AALB006456	t	0
AnophelesalbimanusSTECLA	OG6162719_AALB006947	h	OG6315797_AALB006946	t	0
AnophelesalbimanusSTECLA	OG6104448_AALB007796	t	OG6107740_AALB007795	h	0
AnophelesalbimanusSTECLA	OG6124185_AALB006409	t	OG6187221_AALB006410	h	0
AnophelesalbimanusSTECLA	OG6108363_AALB007710	t	OG6163440_AALB007709	h	0
AnophelesalbimanusSTECLA	OG6132342_AALB006316	h	OG6105759_AALB006317	h	0
AnophelesalbimanusSTECLA	OG6103326_AALB006906	t	OG6101596_AALB006910	h	0
AnophelesalbimanusSTECLA	OG6315967_AALB006749	t	OG6163646_AALB006750	t	0
AnophelesalbimanusSTECLA	OG6183943_AALB003333	t	OG6105527_AALB003332	t	0
AnophelesalbimanusSTECLA	OG6132719_AALB007680	t	OG6102019_AALB007679	h	0
AnophelesalbimanusSTECLA	OG6117865_AALB007631	h	OG6120926_AALB007634	h	0
AnophelesalbimanusSTECLA	OG6103473_AALB006638	t	OG6106318_AALB006637	h	0
AnophelesalbimanusSTECLA	OG6106940_AALB006278	t	OG6102242_AALB006277	h	0
AnophelesalbimanusSTECLA	OG6120819_AALB007684	h	OG6105414_AALB007685	t	0
AnophelesalbimanusSTECLA	OG6132709_AALB006639	t	OG6103034_AALB006641	t	0
AnophelesalbimanusSTECLA	OG6112259_AALB003325	t	OG6101045_AALB003326	t	0
AnophelesalbimanusSTECLA	OG6126602_AALB006776	t	OG6106474_AALB006778	t	0
AnophelesalbimanusSTECLA	OG6106940_AALB006280	h	OG6183989_AALB006281	t	0
AnophelesalbimanusSTECLA	OG6111046_AALB006645	h	OG6124423_AALB006648	t	0
AnophelesalbimanusSTECLA	OG6107098_AALB006572	t	OG6124421_AALB006573	t	0
AnophelesalbimanusSTECLA	OG6105450_AALB003699	t	OG6107758_AALB003697	t	0
AnophelesalbimanusSTECLA	OG6126587_AALB006744	t	OG6315967_AALB006749	h	0
AnophelesalbimanusSTECLA	OG6103747_AALB006589	h	OG6122647_AALB006588	t	0
AnophelesalbimanusSTECLA	OG6151144_AALB006387	h	OG6106561_AALB006388	h	0
AnophelesalbimanusSTECLA	OG6107806_AALB007701	h	OG6100896_AALB007700	h	0
AnophelesalbimanusSTECLA	OG6101938_AALB006345	h	OG6104136_AALB006348	t	0
AnophelesalbimanusSTECLA	OG6163186_AALB006913	h	OG6100896_AALB006916	h	0
AnophelesalbimanusSTECLA	OG6132280_AALB006342	h	OG6101431_AALB006343	h	0
AnophelesalbimanusSTECLA	OG6163747_AALB006274	t	OG6105234_AALB006276	h	0
AnophelesalbimanusSTECLA	OG6100679_AALB006706	h	OG6105449_AALB015767	h	0
AnophelesalbimanusSTECLA	OG6124339_AALB006435	h	OG6101672_AALB006434	h	0
AnophelesalbimanusSTECLA	OG6104609_AALB006503	t	OG6104609_AALB006505	h	0
AnophelesalbimanusSTECLA	OG6108971_AALB006381	t	OG6117846_AALB006380	t	0
AnophelesalbimanusSTECLA	OG6129046_AALB006405	t	OG6136563_AALB006396	t	0
AnophelesalbimanusSTECLA	OG6104017_AALB006489	t	OG6107032_AALB006490	t	0
AnophelesalbimanusSTECLA	OG6108363_AALB007710	h	OG6129298_AALB007711	h	0
AnophelesalbimanusSTECLA	OG6105165_AALB007675	h	OG6113327_AALB007678	h	0
AnophelesalbimanusSTECLA	OG6142078_AALB015953	h	OG6150892_AALB015835	t	0
AnophelesalbimanusSTECLA	OG6105713_AALB006354	h	OG6119485_AALB006353	h	0
AnophelesalbimanusSTECLA	OG6163797_AALB006944	h	OG6106561_AALB006945	t	0
AnophelesalbimanusSTECLA	OG6122578_AALB016580	t	OG6163211_AALB016579	h	0
AnophelesalbimanusSTECLA	OG6105324_AALB006848	h	OG6315912_AALB006854	t	0
AnophelesalbimanusSTECLA	OG6132657_AALB006671	h	OG6184039_AALB006670	h	0
AnophelesalbimanusSTECLA	OG6102385_AALB007781	t	OG6103997_AALB007782	t	0
AnophelesalbimanusSTECLA	OG6102503_AALB006319	h	OG6126604_AALB006320	h	0
AnophelesalbimanusSTECLA	OG6104215_AALB006943	t	OG6107978_AALB006942	h	0
AnophelesalbimanusSTECLA	OG6132719_AALB007680	h	OG6109275_AALB007681	t	0
AnophelesalbimanusSTECLA	OG6122646_AALB006419	h	OG6107516_AALB006417	h	0
AnophelesalbimanusSTECLA	OG6163186_AALB006913	t	OG6102999_AALB016247	t	0
AnophelesalbimanusSTECLA	OG6104480_AALB007731	h	OG6105117_AALB007734	t	0
AnophelesalbimanusSTECLA	OG6104823_AALB014577	t	OG6105739_AALB006474	t	0
AnophelesalbimanusSTECLA	OG6105449_AALB015767	t	OG6100189_AALB015768	h	0
AnophelesalbimanusSTECLA	OG6104063_AALB007699	t	OG6100896_AALB007700	t	0
AnophelesalbimanusSTECLA	OG6105514_AALB007723	h	OG6100220_AALB007725	h	0
AnophelesalbimanusSTECLA	OG6117798_AALB006510	t	OG6109177_AALB006513	h	0
AnophelesalbimanusSTECLA	OG6137882_AALB006680	h	OG6101604_AALB006678	h	0
AnophelesalbimanusSTECLA	OG6106107_AALB006570	t	OG6103218_AALB006569	t	0
AnophelesalbimanusSTECLA	OG6107969_AALB006801	t	OG6102942_AALB006798	h	0
AnophelesalbimanusSTECLA	OG6116556_AALB006842	h	OG6129118_AALB006840	h	0
AnophelesalbimanusSTECLA	OG6103264_AALB006731	t	OG6114651_AALB006730	h	0
AnophelesalbimanusSTECLA	OG6103877_AALB006514	t	OG6109177_AALB006513	t	0
AnophelesalbimanusSTECLA	OG6151341_AALB006507	t	OG6117798_AALB006510	h	0
AnophelesalbimanusSTECLA	OG6105431_AALB007642	h	OG6124322_AALB007641	t	0
AnophelesalbimanusSTECLA	OG6116618_AALB006729	t	OG6114651_AALB006730	t	0
AnophelesalbimanusSTECLA	OG6101143_AALB006453	t	OG6102133_AALB006454	t	0
AnophelesalbimanusSTECLA	OG6105319_AALB006301	h	OG6126401_AALB006302	t	0
AnophelesalbimanusSTECLA	OG6121038_AALB006858	h	OG6100435_AALB006859	t	0
AnophelesalbimanusSTECLA	OG6150740_AALB006530	t	OG6316299_AALB006531	t	0
AnophelesalbimanusSTECLA	OG6106240_AALB006715	h	OG6104189_AALB006719	h	0
AnophelesalbimanusSTECLA	OG6124202_AALB014575	t	OG6103663_AALB006462	t	0
AnophelesalbimanusSTECLA	OG6102986_AALB006526	t	OG6103788_AALB006527	t	0
AnophelesalbimanusSTECLA	OG6101497_AALB006566	h	OG6163447_AALB006564	h	0
AnophelesalbimanusSTECLA	OG6107758_AALB003697	h	OG6120817_AALB007746	t	0
AnophelesalbimanusSTECLA	OG6104098_AALB006825	t	OG6104434_AALB006824	t	0
AnophelesalbimanusSTECLA	OG6187221_AALB006410	t	OG6103806_AALB006412	h	0
AnophelesalbimanusSTECLA	OG6117820_AALB006634	t	OG6136806_AALB006635	t	0
AnophelesalbimanusSTECLA	OG6105431_AALB007642	t	OG6100894_AALB007644	t	0
AnophelesalbimanusSTECLA	OG6104460_AALB007760	h	OG6109902_AALB007759	h	0
AnophelesalbimanusSTECLA	OG6315797_AALB006946	h	OG6106561_AALB006945	h	0
AnophelesalbimanusSTECLA	OG6104359_AALB006696	h	OG6101684_AALB006697	h	0
AnophelesalbimanusSTECLA	OG6109443_AALB006390	t	OG6106561_AALB006388	t	0
AnophelesalbimanusSTECLA	OG6126624_AALB006901	t	OG6100986_AALB006904	t	0
AnophelesalbimanusSTECLA	OG6105334_AALB006332	h	OG6104079_AALB006331	h	0
AnophelesalbimanusSTECLA	OG6102655_AALB006709	t	OG6102655_AALB006711	h	0
AnophelesalbimanusSTECLA	OG6107727_AALB014579	h	OG6104373_AALB015830	h	0
AnophelesalbimanusSTECLA	OG6105368_AALB006423	h	OG6107931_AALB006425	h	0
AnophelesalbimanusSTECLA	OG6105044_AALB007729	t	OG6105874_AALB007727	t	0
AnophelesalbimanusSTECLA	OG6124468_AALB007627	t	OG6153341_AALB007626	t	0
AnophelesalbimanusSTECLA	OG6126375_AALB007752	h	OG6126375_AALB007751	t	0
AnophelesalbimanusSTECLA	OG6315872_AALB006455	t	OG6105219_AALB006456	h	0
AnophelesalbimanusSTECLA	OG6129193_AALB016577	t	OG6101571_AALB006932	t	0
AnophelesalbimanusSTECLA	OG6126551_AALB006786	t	OG6104329_AALB006782	t	0
AnophelesalbimanusSTECLA	OG6105363_AALB006272	t	OG6106249_AALB006273	t	0
AnophelesalbimanusSTECLA	OG6117759_AALB006939	t	OG6100923_AALB006938	h	0
AnophelesalbimanusSTECLA	OG6102134_AALB006795	h	OG6102942_AALB006798	t	0
AnophelesalbimanusSTECLA	OG6107540_AALB006876	t	OG6102235_AALB006879	h	0
AnophelesalbimanusSTECLA	OG6105040_AALB003331	t	OG6107975_AALB003327	t	0
AnophelesalbimanusSTECLA	OG6103812_AALB006662	h	OG6110776_AALB006658	h	0
AnophelesalbimanusSTECLA	OG6112753_AALB006533	t	OG6186994_AALB006532	h	0
AnophelesalbimanusSTECLA	OG6163597_AALB006667	h	OG6126475_AALB006668	h	0
AnophelesalbimanusSTECLA	OG6107023_AALB007750	t	OG6126375_AALB007751	h	0
AnophelesalbimanusSTECLA	OG6102656_AALB006321	h	OG6126604_AALB006320	t	0
AnophelesalbimanusSTECLA	OG6103986_AALB006762	h	OG6103986_AALB014607	t	0
AnophelesalbimanusSTECLA	OG6126664_AALB003286	t	OG6126313_AALB003285	t	0
AnophelesalbimanusSTECLA	OG6100878_AALB006309	h	OG6107046_AALB006310	h	0
AnophelesalbimanusSTECLA	OG6103812_AALB006662	t	OG6141871_AALB006663	t	0
AnophelesalbimanusSTECLA	OG6116618_AALB006729	h	OG6102836_AALB006728	h	0
AnophelesalbimanusSTECLA	OG6108781_AALB014578	t	OG6100998_AALB006482	t	0
AnophelesalbimanusSTECLA	OG6109218_AALB007779	t	OG6136691_AALB007780	t	0
AnophelesalbimanusSTECLA	OG6136523_AALB006855	t	OG6105064_AALB006856	h	0
AnophelesalbimanusSTECLA	OG6183605_AALB006862	t	OG6105053_AALB006864	h	0
AnophelesalbimanusSTECLA	OG6106472_AALB006868	t	OG6105774_AALB006872	h	0
AnophelesalbimanusSTECLA	OG6105040_AALB003331	h	OG6105527_AALB003332	h	0
AnophelesalbimanusSTECLA	OG6126667_AALB015532	t	OG6106571_AALB015533	h	0
AnophelesalbimanusSTECLA	OG6105865_AALB006568	t	OG6109711_AALB006567	h	0
AnophelesalbimanusSTECLA	OG6122559_AALB016077	t	OG6122559_AALB016076	h	0
AnophelesalbimanusSTECLA	OG6103618_AALB006820	t	OG6109618_AALB006818	t	0
AnophelesalbimanusSTECLA	OG6108569_AALB006766	h	OG6103986_AALB014607	h	0
AnophelesalbimanusSTECLA	OG6101944_AALB003703	t	OG6102624_AALB003702	t	0
AnophelesalbimanusSTECLA	OG6104541_AALB006364	h	OG6104147_AALB006361	h	0
AnophelesalbimanusSTECLA	OG6124464_AALB006881	t	OG6124464_AALB006880	h	0
AnophelesalbimanusSTECLA	OG6103099_AALB006556	t	OG6163447_AALB006564	t	0
AnophelesalbimanusSTECLA	OG6101673_AALB006518	h	OG6109213_AALB006517	t	0
AnophelesalbimanusSTECLA	OG6106318_AALB006637	t	OG6136806_AALB006635	h	0
AnophelesalbimanusSTECLA	OG6122647_AALB006588	h	OG6103261_AALB006586	h	0
AnophelesalbimanusSTECLA	OG6151074_AALB006720	h	OG6129000_AALB006722	t	0
AnophelesalbimanusSTECLA	OG6136695_AALB006672	t	OG6132657_AALB006671	t	0
AnophelesalbimanusSTECLA	OG6101156_AALB006283	h	OG6183989_AALB006281	h	0
AnophelesalbimanusSTECLA	OG6136523_AALB006855	h	OG6315912_AALB006854	h	0
AnophelesalbimanusSTECLA	OG6100435_AALB006861	t	OG6100435_AALB006859	h	0
AnophelesalbimanusSTECLA	OG6103992_AALB006480	t	OG6102852_AALB006479	t	0
AnophelesalbimanusSTECLA	OG6101919_AALB006295	h	OG6111930_AALB006294	t	0
AnophelesalbimanusSTECLA	OG6104609_AALB006502	h	OG6104609_AALB006500	t	0
AnophelesalbimanusSTECLA	OG6151074_AALB006720	t	OG6104189_AALB006719	t	0
AnophelesalbimanusSTECLA	OG6103480_AALB006436	t	OG6124339_AALB006435	t	0
AnophelesalbimanusSTECLA	OG6106460_AALB006787	h	OG6104100_AALB006790	t	0
AnophelesalbimanusSTECLA	OG6163797_AALB006944	t	OG6104215_AALB006943	h	0
AnophelesalbimanusSTECLA	OG6114783_AALB007705	h	OG6124450_AALB007703	h	0
AnophelesalbimanusSTECLA	OG6104527_AALB006470	h	OG6109712_AALB006471	h	0
AnophelesalbimanusSTECLA	OG6108587_AALB006448	h	OG6316345_AALB006447	t	0
AnophelesalbimanusSTECLA	OG6108971_AALB006381	h	OG6112323_AALB006382	h	0
AnophelesalbimanusSTECLA	OG6107540_AALB006874	t	OG6107540_AALB006875	h	0
AnophelesalbimanusSTECLA	OG6111120_AALB006352	t	OG6141913_AALB006351	t	0
AnophelesalbimanusSTECLA	OG6104250_AALB006339	t	OG6316334_AALB006341	h	0
AnophelesalbimanusSTECLA	OG6103788_AALB006527	h	OG6142327_AALB006528	h	0
AnophelesalbimanusSTECLA	OG6102757_AALB006935	h	OG6122578_AALB016580	h	0
AnophelesalbimanusSTECLA	OG6r15102977_AALB007756	t	OG6114034_AALB007755	t	0
AnophelesalbimanusSTECLA	OG6130015_AALB006554	h	OG6108102_AALB006555	h	0
AnophelesalbimanusSTECLA	OG6108589_AALB006488	t	OG6103358_AALB006487	h	0
AnophelesalbimanusSTECLA	OG6124179_AALB009739	t	OG6106476_AALB009742	t	0
AnophelesalbimanusSTECLA	OG6109920_AALB006335	h	OG6109920_AALB006334	t	0
AnophelesalbimanusSTECLA	OG6163097_AALB006883	h	OG6124464_AALB006881	h	0
AnophelesalbimanusSTECLA	OG6111930_AALB006294	h	OG6108585_AALB006291	t	0
AnophelesalbimanusSTECLA	OG6111046_AALB006645	t	OG6105713_AALB006643	h	0
AnophelesalbimanusSTECLA	OG6141943_AALB006369	t	OG6122523_AALB006370	t	0
AnophelesalbimanusSTECLA	OG6151144_AALB006387	t	OG6129238_AALB006386	t	0
AnophelesalbimanusSTECLA	OG6104306_AALB006807	h	OG6122637_AALB006810	h	0
AnophelesalbimanusSTECLA	OG6106240_AALB006715	t	OG6102655_AALB006711	t	0
AnophelesalbimanusSTECLA	OG6137882_AALB006680	t	OG6124330_AALB006684	t	0
AnophelesalbimanusSTECLA	OG6102656_AALB006321	t	OG6136756_AALB006323	h	0
AnophelesalbimanusSTECLA	OG6107739_AALB003321	h	OG6104898_AALB003323	h	0
AnophelesalbimanusSTECLA	OG6107540_AALB006874	h	OG6104030_AALB006873	h	0
AnophelesalbimanusSTECLA	OG6124172_AALB007658	t	OG6126300_AALB007655	h	0
AnophelesalbimanusSTECLA	OG6183306_AALB006624	t	OG6104188_AALB006625	t	0
AnophelesalbimanusSTECLA	OG6106742_AALB006595	h	OG6122583_AALB006596	t	0
AnophelesalbimanusSTECLA	OG6142298_AALB006478	t	OG6124431_AALB006477	t	0
AnophelesalbimanusSTECLA	OG6132723_AALB007775	t	OG6101432_AALB007776	h	0
AnophelesalbimanusSTECLA	OG6126269_AALB003311	t	OG6122692_AALB003310	t	0
AnophelesalbimanusSTECLA	OG6104715_AALB006524	h	OG6101650_AALB006523	h	0
AnophelesalbimanusSTECLA	OG6104609_AALB006503	h	OG6104609_AALB006502	t	0
AnophelesalbimanusSTECLA	OG6107540_AALB006876	h	OG6107540_AALB006875	t	0
AnophelesalbimanusSTECLA	OG6136765_AALB015759	h	OG6142255_AALB006466	t	0
AnophelesalbimanusSTECLA	OG6106742_AALB006595	t	OG6107716_AALB006594	h	0
AnophelesalbimanusSTECLA	OG6106235_AALB007788	h	OG6109207_AALB007793	t	0
AnophelesalbimanusSTECLA	OG6126618_AALB006754	h	OG6183607_AALB006753	h	0
AnophelesalbimanusSTECLA	OG6107098_AALB006572	h	OG6106107_AALB006570	h	0
AnophelesalbimanusSTECLA	OG6107078_AALB006552	h	OG6103965_AALB006551	t	0
AnophelesalbimanusSTECLA	OG6107078_AALB006552	t	OG6130015_AALB006554	t	0
AnophelesalbimanusSTECLA	OG6108574_AALB003334	h	OG6183943_AALB003333	h	0
AnophelesalbimanusSTECLA	OG6105334_AALB006332	t	OG6126499_AALB006333	t	0
AnophelesalbimanusSTECLA	OG6105165_AALB007675	t	OG6116556_AALB007673	t	0
AnophelesalbimanusSTECLA	OG6101766_AALB003336	t	OG6108574_AALB003334	t	0
AnophelesalbimanusSTECLA	OG6100653_AALB007774	h	OG6132723_AALB007775	h	0
AnophelesalbimanusSTECLA	OG6126439_AALB007778	t	OG6101432_AALB007776	t	0
AnophelesalbimanusSTECLA	OG6105713_AALB006354	t	OG6104147_AALB006361	t	0
AnophelesalbimanusSTECLA	OG6117755_AALB006371	h	OG6122523_AALB006370	h	0
AnophelesalbimanusSTECLA	OG6101891_AALB006439	h	OG6104562_AALB006441	t	0
AnophelesalbimanusSTECLA	OG6129350_AALB006626	t	OG6104188_AALB006625	h	0
AnophelesalbimanusSTECLA	OG6103257_AALB007735	t	OG6126582_AALB007737	t	0
AnophelesalbimanusSTECLA	OG6315421_AALB014625	t	OG6124484_AALB006948	h	0
AnophelesalbimanusSTECLA	OG6124179_AALB009739	h	t_545	o	0
AnophelesalbimanusSTECLA	OG6151124_AALB007687	t	OG6120961_AALB007688	h	0
AnophelesalbimanusSTECLA	OG6101596_AALB006910	t	OG6105557_AALB006911	t	0
AnophelesalbimanusSTECLA	OG6109243_AALB007707	t	OG6109243_AALB007708	h	0
AnophelesalbimanusSTECLA	OG6102235_AALB006879	t	OG6124464_AALB006880	t	0
AnophelesalbimanusSTECLA	OG6126402_AALB006304	h	OG6109246_AALB006305	h	0
AnophelesalbimanusSTECLA	OG6124301_AALB007716	h	OG6108764_AALB007714	h	0
AnophelesalbimanusSTECLA	OG6109246_AALB006306	h	OG6109246_AALB006305	t	0
AnophelesalbimanusSTECLA	OG6101938_AALB006345	t	OG6101431_AALB006343	t	0
AnophelesalbimanusSTECLA	OG6108585_AALB006291	h	OG6104478_AALB006290	h	0
AnophelesalbimanusSTECLA	OG6129296_AALB006461	t	OG6104310_AALB006458	h	0
AnophelesalbimanusSTECLA	OG6126471_AALB006445	t	OG6126471_AALB006446	t	0
AnophelesalbimanusSTECLA	OG6132280_AALB006342	t	OG6316334_AALB006341	t	0
AnophelesalbimanusSTECLA	OG6105324_AALB006847	t	OG6126529_AALB006844	t	0
AnophelesalbimanusSTECLA	OG6141938_AALB006577	t	OG6104247_AALB006576	t	0
AnophelesalbimanusSTECLA	OG6120926_AALB006384	t	OG6183365_AALB006385	h	0
AnophelesalbimanusSTECLA	OG6142078_AALB015953	t	OG6106472_AALB006868	h	0
AnophelesalbimanusSTECLA	OG6101650_AALB006523	t	OG6104802_AALB006522	h	0
AnophelesatroparvusEBRO	OG6129046_AATE013285	h	OG6117926_AATE008648	h	0
AnophelesatroparvusEBRO	OG6102627_AATE000702	h	OG6102627_AATE010022	t	0
AnophelesatroparvusEBRO	OG6105044_AATE003733	t	OG6142078_AATE014142	t	0
AnophelesatroparvusEBRO	OG6102384_AATE012020	t	OG6150740_AATE011508	h	0
AnophelesatroparvusEBRO	OG6104725_AATE015694	t	OG6102134_AATE017108	t	0
AnophelesatroparvusEBRO	OG6106124_AATE000786	t	OG6103116_AATE006728	t	0
AnophelesatroparvusEBRO	OG6150742_AATE003086	h	OG6104063_AATE016049	h	0
AnophelesatroparvusEBRO	OG6103618_AATE005851	t	OG6151074_AATE010080	t	0
AnophelesatroparvusEBRO	OG6103997_AATE003231	h	OG6104033_AATE005256	t	0
AnophelesatroparvusEBRO	OG6111120_AATE002650	t	OG6141913_AATE005200	t	0
AnophelesatroparvusEBRO	OG6129296_AATE004865	t	OG6109443_AATE016483	t	0
AnophelesatroparvusEBRO	OG6107391_AATE018213	h	OG6110753_AATE010720	h	0
AnophelesatroparvusEBRO	OG6106435_AATE011791	t	OG6106611_AATE014495	t	0
AnophelesatroparvusEBRO	OG6107758_AATE017902	h	OG6110776_AATE011801	t	0
AnophelesatroparvusEBRO	OG6103116_AATE006728	h	OG6108781_AATE014453	t	0
AnophelesatroparvusEBRO	OG6122692_AATE000280	h	OG6126269_AATE014004	t	0
AnophelesatroparvusEBRO	OG6129118_AATE003509	t	OG6126445_AATE002274	t	0
AnophelesatroparvusEBRO	OG6105169_AATE015891	t	OG6103955_AATE006938	h	0
AnophelesatroparvusEBRO	OG6105368_AATE013188	t	OG6101497_AATE010654	h	0
AnophelesatroparvusEBRO	OG6124464_AATE006248	t	OG6126301_AATE000374	h	0
AnophelesatroparvusEBRO	OG6103986_AATE006534	t	OG6132704_AATE015765	h	0
AnophelesatroparvusEBRO	OG6126313_AATE017622	h	OG6108295_AATE006814	h	0
AnophelesatroparvusEBRO	OG6126460_AATE003136	t	OG6104373_AATE001238	t	0
AnophelesatroparvusEBRO	OG6105040_AATE019153	t	OG6100220_AATE005101	t	0
AnophelesatroparvusEBRO	OG6151144_AATE018677	t	OG6129238_AATE021789	t	0
AnophelesatroparvusEBRO	OG6163447_AATE001099	t	OG6124423_AATE012682	h	0
AnophelesatroparvusEBRO	OG6126475_AATE019760	t	OG6105431_AATE004157	h	0
AnophelesatroparvusEBRO	OG6132719_AATE016851	t	OG6102019_AATE000263	h	0
AnophelesatroparvusEBRO	OG6104609_AATE016703	h	OG6107366_AATE001911	t	0
AnophelesatroparvusEBRO	OG6136534_AATE017475	h	OG6104898_AATE002369	h	0
AnophelesatroparvusEBRO	OG6126654_AATE011278	t	OG6126654_AATE021698	h	0
AnophelesatroparvusEBRO	OG6150947_AATE013140	h	OG6129298_AATE006496	t	0
AnophelesatroparvusEBRO	OG6124468_AATE010873	t	OG6153341_AATE014473	t	0
AnophelesatroparvusEBRO	OG6105040_AATE002183	h	OG6105527_AATE020008	h	0
AnophelesatroparvusEBRO	OG6163447_AATE001099	h	OG6102830_AATE010870	t	0
AnophelesatroparvusEBRO	OG6105507_AATE005520	t	OG6132342_AATE014587	t	0
AnophelesatroparvusEBRO	OG6114783_AATE009498	t	OG6105362_AATE010948	t	0
AnophelesatroparvusEBRO	OG6110740_AATE017124	t	OG6107742_AATE004466	t	0
AnophelesatroparvusEBRO	OG6107032_AATE003983	h	OG6129233_AATE019925	h	0
AnophelesatroparvusEBRO	OG6104609_AATE018422	h	OG6128920_AATE014230	t	0
AnophelesatroparvusEBRO	OG6107806_AATE008844	h	OG6100896_AATE016042	h	0
AnophelesatroparvusEBRO	OG6105865_AATE001857	t	OG6103652_AATE017079	h	0
AnophelesatroparvusEBRO	OG6103261_AATE015344	h	OG6122647_AATE001687	h	0
AnophelesatroparvusEBRO	OG6126618_AATE006774	t	OG6132482_AATE020341	t	0
AnophelesatroparvusEBRO	OG6124468_AATE010873	h	OG6111864_AATE011937	t	0
AnophelesatroparvusEBRO	OG6104609_AATE013887	h	OG6104609_AATE008701	t	0
AnophelesatroparvusEBRO	OG6107244_AATE020940	h	OG6151074_AATE010080	h	0
AnophelesatroparvusEBRO	OG6104609_AATE013887	t	OG6128920_AATE014230	h	0
AnophelesatroparvusEBRO	OG6122559_AATE011964	h	OG6122559_AATE009999	t	0
AnophelesatroparvusEBRO	OG6105629_AATE013002	h	OG6112361_AATE000795	t	0
AnophelesatroparvusEBRO	OG6137881_AATE001431	t	OG6126313_AATE017622	t	0
AnophelesatroparvusEBRO	OG6151102_AATE000947	h	OG6101502_AATE013484	t	0
AnophelesatroparvusEBRO	OG6104250_AATE005345	h	OG6100524_AATE003308	h	0
AnophelesatroparvusEBRO	OG6105165_AATE020992	h	OG6104715_AATE000299	t	0
AnophelesatroparvusEBRO	OG6120961_AATE019406	h	OG6120961_AATE009003	t	0
AnophelesatroparvusEBRO	OG6104017_AATE011614	h	OG6108589_AATE014257	h	0
AnophelesatroparvusEBRO	OG6163186_AATE011756	h	OG6107917_AATE007378	h	0
AnophelesatroparvusEBRO	OG6102836_AATE013806	h	OG6116618_AATE017375	h	0
AnophelesatroparvusEBRO	OG6107727_AATE017423	t	OG6101891_AATE015551	t	0
AnophelesatroparvusEBRO	OG6103965_AATE013372	h	OG6104071_AATE016566	h	0
AnophelesatroparvusEBRO	OG6100878_AATE018643	h	OG6107046_AATE017578	h	0
AnophelesatroparvusEBRO	OG6110471_AATE009385	h	OG6126602_AATE000997	h	0
AnophelesatroparvusEBRO	OG6105363_AATE016767	h	OG6105334_AATE000857	t	0
AnophelesatroparvusEBRO	OG6136555_AATE019139	h	OG6103218_AATE018660	t	0
AnophelesatroparvusEBRO	OG6126439_AATE008651	h	OG6109218_AATE010579	h	0
AnophelesatroparvusEBRO	OG6105324_AATE015216	h	OG6315912_AATE014005	t	0
AnophelesatroparvusEBRO	OG6113327_AATE013859	t	OG6109233_AATE001633	t	0
AnophelesatroparvusEBRO	OG6187221_AATE006470	t	OG6103618_AATE005851	h	0
AnophelesatroparvusEBRO	OG6110776_AATE011801	h	t_0	o	0
AnophelesatroparvusEBRO	OG6104478_AATE004796	h	OG6108585_AATE010668	h	0
AnophelesatroparvusEBRO	OG6132724_AATE016730	h	OG6122523_AATE013994	h	0
AnophelesatroparvusEBRO	OG6141940_AATE017541	t	OG6105774_AATE002936	h	0
AnophelesatroparvusEBRO	OG6183943_AATE001433	t	OG6105527_AATE020008	t	0
AnophelesatroparvusEBRO	OG6132655_AATE005532	h	OG6132655_AATE004555	t	0
AnophelesatroparvusEBRO	OG6117820_AATE019647	t	OG6117820_AATE007386	h	0
AnophelesatroparvusEBRO	OG6105165_AATE020992	t	OG6101891_AATE015551	h	0
AnophelesatroparvusEBRO	OG6316286_AATE011314	h	OG6122559_AATE011964	t	0
AnophelesatroparvusEBRO	OG6101502_AATE013484	h	OG6103504_AATE011345	h	0
AnophelesatroparvusEBRO	OG6108569_AATE008967	h	OG6103986_AATE017295	h	0
AnophelesatroparvusEBRO	OG6105414_AATE015598	t	OG6120819_AATE014267	h	0
AnophelesatroparvusEBRO	OG6136605_AATE017381	h	OG6109017_AATE017073	t	0
