gene_id	family
AnophelesalbimanusSTECLA|AALB006784	OG6107942
AnophelesgambiaePEST|AGAP013093	OG6107942
AnophelesalbimanusSTECLA|AALB003318	OG6107943
AnophelesatroparvusEBRO|AATE004957	OG6107943
AnophelesfunestusFUMOZ|AFUN002858	OG6107943
AnophelesgambiaePEST|AGAP013287	OG6107943
AnophelesalbimanusSTECLA|AALB006870	OG6107950
AnophelesatroparvusEBRO|AATE002877	OG6107950
AnophelesatroparvusEBRO|AATE017610	OG6107950
AnophelesatroparvusEBRO|AATE009101	OG6107950
AnophelesatroparvusEBRO|AATE003727	OG6107950
AnophelesfunestusFUMOZ|AFUN002122	OG6107950
AnophelesgambiaePEST|AGAP000200	OG6107950
AnophelesatroparvusEBRO|AATE003671	OG6107955
AnophelesfunestusFUMOZ|AFUN007582	OG6107955
AnophelesgambiaePEST|AGAP000432	OG6107955
AnophelesalbimanusSTECLA|AALB006801	OG6107969
AnophelesatroparvusEBRO|AATE007402	OG6107969
AnophelesfunestusFUMOZ|AFUN008170	OG6107969
AnophelesgambiaePEST|AGAP001047	OG6107969
AnophelesalbimanusSTECLA|AALB003327	OG6107975
AnophelesatroparvusEBRO|AATE012405	OG6107975
AnophelesfunestusFUMOZ|AFUN006066	OG6107975
AnophelesgambiaePEST|AGAP000943	OG6107975
AnophelesalbimanusSTECLA|AALB006942	OG6107978
AnophelesatroparvusEBRO|AATE001169	OG6107978
AnophelesfunestusFUMOZ|AFUN006836	OG6107978
AnophelesgambiaePEST|AGAP000635	OG6107978
AnophelesalbimanusSTECLA|AALB006816	OG6108096
AnophelesatroparvusEBRO|AATE015238	OG6108096
AnophelesfunestusFUMOZ|AFUN000241	OG6108096
AnophelesgambiaePEST|AGAP000861	OG6108096
AnophelesalbimanusSTECLA|AALB006472	OG6108101
AnophelesatroparvusEBRO|AATE007866	OG6108101
AnophelesatroparvusEBRO|AATE002651	OG6108101
AnophelesfunestusFUMOZ|AFUN019936	OG6108101
AnophelesgambiaePEST|AGAP000431	OG6108101
AnophelesalbimanusSTECLA|AALB006555	OG6108102
AnophelesatroparvusEBRO|AATE017564	OG6108102
AnophelesfunestusFUMOZ|AFUN020503	OG6108102
AnophelesgambiaePEST|AGAP000317	OG6108102
AnophelesalbimanusSTECLA|AALB006603	OG6108137
AnophelesatroparvusEBRO|AATE014552	OG6108140
AnophelesfunestusFUMOZ|AFUN007330	OG6108140
AnophelesgambiaePEST|AGAP013392	OG6108140
AnophelesfunestusFUMOZ|AFUN003868	OG6108142
AnophelesgambiaePEST|AGAP000336	OG6108142
AnophelesalbimanusSTECLA|AALB007654	OG6108144
AnophelesatroparvusEBRO|AATE018724	OG6108144
AnophelesfunestusFUMOZ|AFUN006237	OG6108144
AnophelesgambiaePEST|AGAP000791	OG6108144
AnophelesatroparvusEBRO|AATE005528	OG6108171
AnophelesfunestusFUMOZ|AFUN002133	OG6108171
AnophelesgambiaePEST|AGAP000189	OG6108171
AnophelesalbimanusSTECLA|AALB003284	OG6108295
AnophelesatroparvusEBRO|AATE006814	OG6108295
AnophelesfunestusFUMOZ|AFUN007550	OG6108295
AnophelesgambiaePEST|AGAP000819	OG6108295
AnophelesalbimanusSTECLA|AALB007710	OG6108363
AnophelesatroparvusEBRO|AATE002626	OG6108363
AnophelesfunestusFUMOZ|AFUN002856	OG6108363
AnophelesgambiaePEST|AGAP000533	OG6108363
AnophelesfunestusFUMOZ|AFUN010639	OG6108436
AnophelesalbimanusSTECLA|AALB015587	OG6108499
AnophelesatroparvusEBRO|AATE008536	OG6108499
AnophelesfunestusFUMOZ|AFUN006993	OG6108499
AnophelesgambiaePEST|AGAP000736	OG6108499
AnophelesalbimanusSTECLA|AALB007637	OG6108552
AnophelesfunestusFUMOZ|AFUN002860	OG6108552
AnophelesgambiaePEST|AGAP028592	OG6108552
AnophelesalbimanusSTECLA|AALB006766	OG6108569
AnophelesatroparvusEBRO|AATE008967	OG6108569
AnophelesfunestusFUMOZ|AFUN008143	OG6108569
AnophelesgambiaePEST|AGAP000482	OG6108569
AnophelesalbimanusSTECLA|AALB003334	OG6108574
AnophelesatroparvusEBRO|AATE011308	OG6108574
AnophelesfunestusFUMOZ|AFUN020189	OG6108574
AnophelesgambiaePEST|AGAP000984	OG6108574
AnophelesalbimanusSTECLA|AALB007762	OG6108580
AnophelesfunestusFUMOZ|AFUN000202	OG6108580
AnophelesgambiaePEST|AGAP000023	OG6108580
AnophelesalbimanusSTECLA|AALB006291	OG6108585
AnophelesatroparvusEBRO|AATE010668	OG6108585
AnophelesfunestusFUMOZ|AFUN005592	OG6108585
AnophelesgambiaePEST|AGAP000765	OG6108585
AnophelesalbimanusSTECLA|AALB006448	OG6108587
AnophelesatroparvusEBRO|AATE003174	OG6108587
AnophelesfunestusFUMOZ|AFUN000211	OG6108587
AnophelesgambiaePEST|AGAP000015	OG6108587
AnophelesalbimanusSTECLA|AALB006488	OG6108589
AnophelesatroparvusEBRO|AATE014257	OG6108589
AnophelesfunestusFUMOZ|AFUN003910	OG6108589
AnophelesgambiaePEST|AGAP000219	OG6108589
AnophelesalbimanusSTECLA|AALB006376	OG6108692
AnophelesatroparvusEBRO|AATE010711	OG6108692
AnophelesfunestusFUMOZ|AFUN020446	OG6108692
AnophelesgambiaePEST|AGAP000363	OG6108692
AnophelesatroparvusEBRO|AATE009039	OG6108753
AnophelesfunestusFUMOZ|AFUN007341	OG6108753
AnophelesgambiaePEST|AGAP000304	OG6108753
AnophelesalbimanusSTECLA|AALB007714	OG6108764
AnophelesatroparvusEBRO|AATE020511	OG6108764
AnophelesfunestusFUMOZ|AFUN005693	OG6108764
AnophelesgambiaePEST|AGAP000463	OG6108764
AnophelesalbimanusSTECLA|AALB006886	OG6108769
AnophelesatroparvusEBRO|AATE016198	OG6108769
AnophelesfunestusFUMOZ|AFUN008090	OG6108769
AnophelesfunestusFUMOZ|AFUN008089	OG6108769
AnophelesfunestusFUMOZ|AFUN005806	OG6108769
AnophelesgambiaePEST|AGAP001012	OG6108769
AnophelesalbimanusSTECLA|AALB014578	OG6108781
AnophelesatroparvusEBRO|AATE014453	OG6108781
AnophelesfunestusFUMOZ|AFUN005699	OG6108781
AnophelesgambiaePEST|AGAP000471	OG6108781
AnophelesalbimanusSTECLA|AALB006358	OG6108791
AnophelesfunestusFUMOZ|AFUN020674	OG6108791
AnophelesgambiaePEST|AGAP029050	OG6108791
AnophelesalbimanusSTECLA|AALB006809	OG6108940
AnophelesatroparvusEBRO|AATE003683	OG6108940
AnophelesfunestusFUMOZ|AFUN020406	OG6108940
AnophelesgambiaePEST|AGAP000399	OG6108940
AnophelesalbimanusSTECLA|AALB006381	OG6108971
AnophelesatroparvusEBRO|AATE005137	OG6108971
AnophelesfunestusFUMOZ|AFUN005575	OG6108971
AnophelesgambiaePEST|AGAP000967	OG6108971
AnophelesatroparvusEBRO|AATE002277	OG6108980
AnophelesalbimanusSTECLA|AALB003295	OG6109010
AnophelesalbimanusSTECLA|AALB006653	OG6109017
AnophelesatroparvusEBRO|AATE017073	OG6109017
AnophelesfunestusFUMOZ|AFUN005726	OG6109017
AnophelesgambiaePEST|AGAP000395	OG6109017
AnophelesalbimanusSTECLA|AALB007739	OG6109176
AnophelesatroparvusEBRO|AATE008973	OG6109176
AnophelesfunestusFUMOZ|AFUN006072	OG6109176
AnophelesalbimanusSTECLA|AALB006513	OG6109177
AnophelesatroparvusEBRO|AATE002798	OG6109177
AnophelesatroparvusEBRO|AATE010406	OG6109177
AnophelesfunestusFUMOZ|AFUN003894	OG6109177
AnophelesfunestusFUMOZ|AFUN003892	OG6109177
AnophelesgambiaePEST|AGAP000234	OG6109177
AnophelesalbimanusSTECLA|AALB007793	OG6109207
AnophelesatroparvusEBRO|AATE010412	OG6109207
AnophelesfunestusFUMOZ|AFUN006978	OG6109207
AnophelesgambiaePEST|AGAP000748	OG6109207
AnophelesalbimanusSTECLA|AALB006517	OG6109213
AnophelesatroparvusEBRO|AATE013154	OG6109213
AnophelesfunestusFUMOZ|AFUN008407	OG6109213
AnophelesgambiaePEST|AGAP000238	OG6109213
AnophelesalbimanusSTECLA|AALB006712	OG6109216
AnophelesfunestusFUMOZ|AFUN011447	OG6109216
AnophelesgambiaePEST|AGAP000675	OG6109216
AnophelesalbimanusSTECLA|AALB007779	OG6109218
AnophelesatroparvusEBRO|AATE010579	OG6109218
AnophelesfunestusFUMOZ|AFUN000190	OG6109218
AnophelesgambiaePEST|AGAP000040	OG6109218
AnophelesalbimanusSTECLA|AALB006651	OG6109233
AnophelesatroparvusEBRO|AATE001633	OG6109233
AnophelesfunestusFUMOZ|AFUN005754	OG6109233
AnophelesgambiaePEST|AGAP000372	OG6109233
AnophelesalbimanusSTECLA|AALB006543	OG6109242
AnophelesfunestusFUMOZ|AFUN007555	OG6109242
AnophelesgambiaePEST|AGAP000823	OG6109242
AnophelesalbimanusSTECLA|AALB007707	OG6109243
AnophelesalbimanusSTECLA|AALB007708	OG6109243
AnophelesatroparvusEBRO|AATE015722	OG6109243
AnophelesfunestusFUMOZ|AFUN020119	OG6109243
AnophelesgambiaePEST|AGAP000484	OG6109243
AnophelesalbimanusSTECLA|AALB006306	OG6109246
AnophelesalbimanusSTECLA|AALB006305	OG6109246
AnophelesatroparvusEBRO|AATE013991	OG6109246
AnophelesfunestusFUMOZ|AFUN019844	OG6109246
AnophelesgambiaePEST|AGAP000488	OG6109246
AnophelesalbimanusSTECLA|AALB007681	OG6109275
AnophelesatroparvusEBRO|AATE007034	OG6109275
AnophelesfunestusFUMOZ|AFUN002823	OG6109275
AnophelesgambiaePEST|AGAP000955	OG6109275
AnophelesalbimanusSTECLA|AALB006390	OG6109443
AnophelesatroparvusEBRO|AATE016483	OG6109443
AnophelesfunestusFUMOZ|AFUN020291	OG6109443
AnophelesgambiaePEST|AGAP029904	OG6109443
AnophelesfunestusFUMOZ|AFUN021379	OG6109455
AnophelesgambiaePEST|AGAP000979	OG6109455
AnophelesfunestusFUMOZ|AFUN003863	OG6109477
AnophelesgambiaePEST|AGAP000342	OG6109477
AnophelesfunestusFUMOZ|AFUN008578	OG6109479
AnophelesalbimanusSTECLA|AALB006773	OG6109487
AnophelesatroparvusEBRO|AATE015347	OG6109487
AnophelesfunestusFUMOZ|AFUN006965	OG6109487
AnophelesgambiaePEST|AGAP000975	OG6109487
AnophelesalbimanusSTECLA|AALB006818	OG6109618
AnophelesatroparvusEBRO|AATE021709	OG6109618
AnophelesfunestusFUMOZ|AFUN007285	OG6109618
AnophelesgambiaePEST|AGAP000896	OG6109618
AnophelesalbimanusSTECLA|AALB006646	OG6109619
AnophelesfunestusFUMOZ|AFUN011568	OG6109619
AnophelesgambiaePEST|AGAP000069	OG6109619
AnophelesalbimanusSTECLA|AALB006770	OG6109676
AnophelesatroparvusEBRO|AATE014414	OG6109676
AnophelesatroparvusEBRO|AATE012890	OG6109676
AnophelesfunestusFUMOZ|AFUN010354	OG6109676
AnophelesfunestusFUMOZ|AFUN002827	OG6109678
AnophelesfunestusFUMOZ|AFUN002826	OG6109678
AnophelesfunestusFUMOZ|AFUN014587	OG6109678
AnophelesfunestusFUMOZ|AFUN014862	OG6109683
AnophelesgambiaePEST|AGAP001007	OG6109683
AnophelesatroparvusEBRO|AATE001142	OG6109707
AnophelesalbimanusSTECLA|AALB006567	OG6109711
AnophelesatroparvusEBRO|AATE006286	OG6109711
AnophelesfunestusFUMOZ|AFUN007335	OG6109711
AnophelesgambiaePEST|AGAP000309	OG6109711
AnophelesalbimanusSTECLA|AALB006471	OG6109712
AnophelesatroparvusEBRO|AATE014806	OG6109712
AnophelesfunestusFUMOZ|AFUN020793	OG6109712
AnophelesgambiaePEST|AGAP000430	OG6109712
AnophelesalbimanusSTECLA|AALB006833	OG6109889
AnophelesfunestusFUMOZ|AFUN010161	OG6109889
AnophelesgambiaePEST|AGAP000578	OG6109889
AnophelesatroparvusEBRO|AATE011657	OG6109901
AnophelesgambiaePEST|AGAP000793	OG6109901
AnophelesalbimanusSTECLA|AALB007759	OG6109902
AnophelesatroparvusEBRO|AATE016903	OG6109902
AnophelesfunestusFUMOZ|AFUN010396	OG6109902
AnophelesgambiaePEST|AGAP000117	OG6109902
AnophelesalbimanusSTECLA|AALB006335	OG6109920
AnophelesalbimanusSTECLA|AALB006334	OG6109920
AnophelesatroparvusEBRO|AATE002911	OG6109920
AnophelesfunestusFUMOZ|AFUN008149	OG6109920
AnophelesgambiaePEST|AGAP000756	OG6109920
AnophelesgambiaePEST|AGAP029967	OG6109923
AnophelesfunestusFUMOZ|AFUN005812	OG6110120
AnophelesgambiaePEST|AGAP000624	OG6110120
AnophelesalbimanusSTECLA|AALB007726	OG6110158
AnophelesatroparvusEBRO|AATE016581	OG6110158
AnophelesalbimanusSTECLA|AALB003315	OG6110160
AnophelesatroparvusEBRO|AATE009431	OG6110160
AnophelesgambiaePEST|AGAP000950	OG6110160
AnophelesalbimanusSTECLA|AALB007674	OG6110420
AnophelesatroparvusEBRO|AATE019686	OG6110420
AnophelesfunestusFUMOZ|AFUN010427	OG6110420
AnophelesatroparvusEBRO|AATE009385	OG6110471
AnophelesfunestusFUMOZ|AFUN003880	OG6110471
AnophelesfunestusFUMOZ|AFUN003881	OG6110471
AnophelesgambiaePEST|AGAP000147	OG6110471
AnophelesalbimanusSTECLA|AALB007767	OG6110484
AnophelesfunestusFUMOZ|AFUN021207	OG6110484
AnophelesgambiaePEST|AGAP000513	OG6110484
AnophelesalbimanusSTECLA|AALB006708	OG6110740
AnophelesatroparvusEBRO|AATE017124	OG6110740
AnophelesfunestusFUMOZ|AFUN010388	OG6110740
AnophelesgambiaePEST|AGAP000109	OG6110740
AnophelesatroparvusEBRO|AATE012584	OG6110744
AnophelesalbimanusSTECLA|AALB006414	OG6110753
AnophelesatroparvusEBRO|AATE010720	OG6110753
AnophelesfunestusFUMOZ|AFUN005715	OG6110753
AnophelesgambiaePEST|AGAP000284	OG6110753
AnophelesalbimanusSTECLA|AALB006693	OG6110758
AnophelesatroparvusEBRO|AATE011758	OG6110758
AnophelesfunestusFUMOZ|AFUN000220	OG6110758
AnophelesgambiaePEST|AGAP000844	OG6110758
AnophelesalbimanusSTECLA|AALB006391	OG6110759
AnophelesfunestusFUMOZ|AFUN010156	OG6110759
AnophelesgambiaePEST|AGAP000574	OG6110759
AnophelesalbimanusSTECLA|AALB006658	OG6110776
AnophelesatroparvusEBRO|AATE011801	OG6110776
AnophelesfunestusFUMOZ|AFUN007557	OG6110776
AnophelesgambiaePEST|AGAP000825	OG6110776
AnophelesalbimanusSTECLA|AALB006666	OG6111045
AnophelesatroparvusEBRO|AATE014945	OG6111045
AnophelesalbimanusSTECLA|AALB006645	OG6111046
AnophelesatroparvusEBRO|AATE000288	OG6111046
AnophelesgambiaePEST|AGAP000068	OG6111046
AnophelesfunestusFUMOZ|AFUN010636	OG6111106
AnophelesfunestusFUMOZ|AFUN006678	OG6111113
AnophelesgambiaePEST|AGAP000931	OG6111113
AnophelesalbimanusSTECLA|AALB006352	OG6111120
AnophelesatroparvusEBRO|AATE002650	OG6111120
AnophelesfunestusFUMOZ|AFUN011577	OG6111120
AnophelesgambiaePEST|AGAP000061	OG6111120
AnophelesalbimanusSTECLA|AALB016575	OG6111122
AnophelesatroparvusEBRO|AATE012325	OG6111122
AnophelesfunestusFUMOZ|AFUN007303	OG6111122
AnophelesgambiaePEST|AGAP000321	OG6111122
AnophelesatroparvusEBRO|AATE000007	OG6111479
AnophelesfunestusFUMOZ|AFUN007596	OG6111479
AnophelesgambiaePEST|AGAP000447	OG6111479
AnophelesalbimanusSTECLA|AALB006326	OG6111483
AnophelesfunestusFUMOZ|AFUN000700	OG6111483
AnophelesgambiaePEST|AGAP000728	OG6111483
AnophelesgambiaePEST|AGAP013034	OG6111563
AnophelesalbimanusSTECLA|AALB007628	OG6111864
AnophelesatroparvusEBRO|AATE011937	OG6111864
AnophelesfunestusFUMOZ|AFUN000240	OG6111864
AnophelesgambiaePEST|AGAP029672	OG6111864
AnophelesfunestusFUMOZ|AFUN007422	OG6111914
AnophelesfunestusFUMOZ|AFUN000811	OG6111914
AnophelesalbimanusSTECLA|AALB006752	OG6111926
AnophelesatroparvusEBRO|AATE014235	OG6111926
AnophelesfunestusFUMOZ|AFUN005609	OG6111926
AnophelesalbimanusSTECLA|AALB006294	OG6111930
AnophelesatroparvusEBRO|AATE017741	OG6111930
AnophelesfunestusFUMOZ|AFUN016213	OG6111930
AnophelesgambiaePEST|AGAP000882	OG6111930
AnophelesalbimanusSTECLA|AALB006789	OG6112256
AnophelesalbimanusSTECLA|AALB003325	OG6112259
AnophelesatroparvusEBRO|AATE016220	OG6112259
AnophelesfunestusFUMOZ|AFUN006064	OG6112259
AnophelesgambiaePEST|AGAP000941	OG6112259
AnophelesalbimanusSTECLA|AALB006382	OG6112323
AnophelesatroparvusEBRO|AATE000460	OG6112323
AnophelesfunestusFUMOZ|AFUN005576	OG6112323
AnophelesgambiaePEST|AGAP000966	OG6112323
AnophelesalbimanusSTECLA|AALB003313	OG6112335
AnophelesatroparvusEBRO|AATE021173	OG6112335
AnophelesfunestusFUMOZ|AFUN008072	OG6112335
AnophelesgambiaePEST|AGAP001028	OG6112335
AnophelesatroparvusEBRO|AATE012734	OG6112347
AnophelesfunestusFUMOZ|AFUN021378	OG6112347
AnophelesgambiaePEST|AGAP000140	OG6112347
AnophelesalbimanusSTECLA|AALB006312	OG6112361
AnophelesatroparvusEBRO|AATE000795	OG6112361
AnophelesfunestusFUMOZ|AFUN005574	OG6112361
AnophelesgambiaePEST|AGAP000968	OG6112361
AnophelesalbimanusSTECLA|AALB006442	OG6112365
AnophelesatroparvusEBRO|AATE018050	OG6112552
AnophelesfunestusFUMOZ|AFUN008065	OG6112552
AnophelesgambiaePEST|AGAP000849	OG6112748
AnophelesalbimanusSTECLA|AALB006537	OG6112753
AnophelesalbimanusSTECLA|AALB006533	OG6112753
AnophelesatroparvusEBRO|AATE000727	OG6112753
AnophelesatroparvusEBRO|AATE006576	OG6112753
AnophelesfunestusFUMOZ|AFUN020288	OG6112753
AnophelesgambiaePEST|AGAP000606	OG6112753
AnophelesalbimanusSTECLA|AALB006611	OG6112839
AnophelesalbimanusSTECLA|AALB006610	OG6112839
AnophelesatroparvusEBRO|AATE013547	OG6112839
AnophelesatroparvusEBRO|AATE002199	OG6112839
AnophelesfunestusFUMOZ|AFUN020426	OG6112839
AnophelesgambiaePEST|AGAP000045	OG6112839
AnophelesatroparvusEBRO|AATE018577	OG6112849
AnophelesfunestusFUMOZ|AFUN005764	OG6112849
AnophelesgambiaePEST|AGAP000266	OG6112849
AnophelesalbimanusSTECLA|AALB016258	OG6113230
AnophelesatroparvusEBRO|AATE017428	OG6113230
AnophelesalbimanusSTECLA|AALB007678	OG6113327
AnophelesatroparvusEBRO|AATE013859	OG6113327
AnophelesfunestusFUMOZ|AFUN005752	OG6113327
AnophelesgambiaePEST|AGAP000375	OG6113327
AnophelesalbimanusSTECLA|AALB006432	OG6113392
AnophelesfunestusFUMOZ|AFUN010409	OG6113392
AnophelesgambiaePEST|AGAP029802	OG6113392
AnophelesalbimanusSTECLA|AALB007797	OG6113402
AnophelesatroparvusEBRO|AATE005968	OG6113402
AnophelesfunestusFUMOZ|AFUN006902	OG6113402
AnophelesgambiaePEST|AGAP000413	OG6113402
AnophelesfunestusFUMOZ|AFUN008169	OG6113416
AnophelesatroparvusEBRO|AATE002021	OG6113908
AnophelesfunestusFUMOZ|AFUN008069	OG6113908
AnophelesgambiaePEST|AGAP001031	OG6113908
AnophelesalbimanusSTECLA|AALB007792	OG6113954
AnophelesatroparvusEBRO|AATE017734	OG6113954
AnophelesalbimanusSTECLA|AALB006415	OG6114003
AnophelesatroparvusEBRO|AATE019676	OG6114003
AnophelesfunestusFUMOZ|AFUN019927	OG6114003
AnophelesgambiaePEST|AGAP000281	OG6114003
AnophelesalbimanusSTECLA|AALB007755	OG6114034
AnophelesatroparvusEBRO|AATE002385	OG6114034
AnophelesatroparvusEBRO|AATE011699	OG6114034
AnophelesfunestusFUMOZ|AFUN010422	OG6114034
AnophelesgambiaePEST|AGAP001061	OG6114034
AnophelesalbimanusSTECLA|AALB006491	OG6114073
AnophelesatroparvusEBRO|AATE021145	OG6114073
AnophelesatroparvusEBRO|AATE010785	OG6114073
AnophelesfunestusFUMOZ|AFUN007592	OG6114073
AnophelesgambiaePEST|AGAP029047	OG6114073
AnophelesgambiaePEST|AGAP000411	OG6114279
AnophelesalbimanusSTECLA|AALB006730	OG6114651
AnophelesatroparvusEBRO|AATE009785	OG6114651
AnophelesfunestusFUMOZ|AFUN002837	OG6114651
AnophelesgambiaePEST|AGAP000509	OG6114651
AnophelesatroparvusEBRO|AATE016478	OG6114657
AnophelesatroparvusEBRO|AATE005588	OG6114692
AnophelesalbimanusSTECLA|AALB006841	OG6114727
AnophelesatroparvusEBRO|AATE017083	OG6114727
AnophelesfunestusFUMOZ|AFUN011482	OG6114727
AnophelesgambiaePEST|AGAP000876	OG6114727
AnophelesalbimanusSTECLA|AALB006365	OG6114743
AnophelesatroparvusEBRO|AATE009927	OG6114743
AnophelesfunestusFUMOZ|AFUN015739	OG6114743
AnophelesgambiaePEST|AGAP001039	OG6114743
AnophelesalbimanusSTECLA|AALB007705	OG6114783
AnophelesatroparvusEBRO|AATE009498	OG6114783
AnophelesfunestusFUMOZ|AFUN020226	OG6114783
AnophelesgambiaePEST|AGAP000669	OG6114783
AnophelesalbimanusSTECLA|AALB006540	OG6114815
AnophelesatroparvusEBRO|AATE007966	OG6114815
AnophelesalbimanusSTECLA|AALB007763	OG6115555
AnophelesfunestusFUMOZ|AFUN000203	OG6115555
AnophelesgambiaePEST|AGAP000021	OG6115555
AnophelesatroparvusEBRO|AATE004743	OG6115568
AnophelesgambiaePEST|AGAP000638	OG6115568
AnophelesfunestusFUMOZ|AFUN011986	OG6115702
AnophelesalbimanusSTECLA|AALB006792	OG6116553
AnophelesatroparvusEBRO|AATE013028	OG6116553
AnophelesfunestusFUMOZ|AFUN021604	OG6116553
AnophelesgambiaePEST|AGAP000264	OG6116553
AnophelesalbimanusSTECLA|AALB006842	OG6116556
AnophelesalbimanusSTECLA|AALB007673	OG6116556
AnophelesatroparvusEBRO|AATE000200	OG6116556
AnophelesatroparvusEBRO|AATE010434	OG6116556
AnophelesfunestusFUMOZ|AFUN011481	OG6116556
AnophelesfunestusFUMOZ|AFUN010428	OG6116556
AnophelesgambiaePEST|AGAP000877	OG6116556
AnophelesgambiaePEST|AGAP001076	OG6116556
AnophelesalbimanusSTECLA|AALB006729	OG6116618
AnophelesatroparvusEBRO|AATE017375	OG6116618
AnophelesfunestusFUMOZ|AFUN010431	OG6116618
AnophelesgambiaePEST|AGAP001093	OG6116618
AnophelesgambiaePEST|AGAP013126	OG6116623
AnophelesgambiaePEST|AGAP000871	OG6116647
AnophelesalbimanusSTECLA|AALB006377	OG6116713
AnophelesatroparvusEBRO|AATE007854	OG6116713
AnophelesfunestusFUMOZ|AFUN000273	OG6116713
AnophelesgambiaePEST|AGAP000361	OG6116713
AnophelesalbimanusSTECLA|AALB006371	OG6117755
AnophelesatroparvusEBRO|AATE020761	OG6117755
AnophelesfunestusFUMOZ|AFUN020496	OG6117755
AnophelesgambiaePEST|AGAP000360	OG6117755
AnophelesalbimanusSTECLA|AALB006939	OG6117759
AnophelesatroparvusEBRO|AATE005107	OG6117759
AnophelesatroparvusEBRO|AATE015036	OG6117759
AnophelesatroparvusEBRO|AATE005618	OG6117759
AnophelesfunestusFUMOZ|AFUN006842	OG6117759
AnophelesfunestusFUMOZ|AFUN006843	OG6117759
AnophelesalbimanusSTECLA|AALB006510	OG6117798
AnophelesatroparvusEBRO|AATE021012	OG6117798
AnophelesfunestusFUMOZ|AFUN003895	OG6117798
AnophelesgambiaePEST|AGAP000233	OG6117798
AnophelesalbimanusSTECLA|AALB006634	OG6117820
AnophelesalbimanusSTECLA|AALB006633	OG6117820
AnophelesatroparvusEBRO|AATE007386	OG6117820
AnophelesatroparvusEBRO|AATE019647	OG6117820
AnophelesfunestusFUMOZ|AFUN022305	OG6117820
AnophelesfunestusFUMOZ|AFUN022304	OG6117820
AnophelesgambiaePEST|AGAP013356	OG6117820
AnophelesalbimanusSTECLA|AALB006380	OG6117846
AnophelesatroparvusEBRO|AATE013897	OG6117846
AnophelesfunestusFUMOZ|AFUN010426	OG6117846
AnophelesgambiaePEST|AGAP001092	OG6117846
AnophelesalbimanusSTECLA|AALB007631	OG6117865
AnophelesatroparvusEBRO|AATE016871	OG6117865
AnophelesatroparvusEBRO|AATE018212	OG6117865
AnophelesfunestusFUMOZ|AFUN005583	OG6117865
AnophelesgambiaePEST|AGAP000961	OG6117865
AnophelesalbimanusSTECLA|AALB016005	OG6117926
AnophelesalbimanusSTECLA|AALB016004	OG6117926
AnophelesalbimanusSTECLA|AALB016006	OG6117926
AnophelesatroparvusEBRO|AATE008648	OG6117926
AnophelesfunestusFUMOZ|AFUN009610	OG6117926
AnophelesgambiaePEST|AGAP000346	OG6117926
AnophelesatroparvusEBRO|AATE018414	OG6117934
AnophelesfunestusFUMOZ|AFUN005687	OG6117934
AnophelesgambiaePEST|AGAP000454	OG6117934
AnophelesgambiaePEST|AGAP000379	OG6118324
AnophelesatroparvusEBRO|AATE014811	OG6119277
AnophelesfunestusFUMOZ|AFUN002834	OG6119277
AnophelesalbimanusSTECLA|AALB007712	OG6119325
AnophelesatroparvusEBRO|AATE021053	OG6119325
AnophelesfunestusFUMOZ|AFUN007299	OG6119325
AnophelesgambiaePEST|AGAP000880	OG6119325
AnophelesatroparvusEBRO|AATE001311	OG6119357
AnophelesfunestusFUMOZ|AFUN010346	OG6119357
AnophelesgambiaePEST|AGAP013152	OG6119357
AnophelesgambiaePEST|AGAP000706	OG6119357
AnophelesgambiaePEST|AGAP013372	OG6119357
AnophelesalbimanusSTECLA|AALB006353	OG6119485
AnophelesatroparvusEBRO|AATE009201	OG6119485
AnophelesfunestusFUMOZ|AFUN011576	OG6119485
AnophelesgambiaePEST|AGAP000062	OG6119485
AnophelesalbimanusSTECLA|AALB007746	OG6120817
AnophelesatroparvusEBRO|AATE012960	OG6120817
AnophelesfunestusFUMOZ|AFUN004694	OG6120817
AnophelesgambiaePEST|AGAP000051	OG6120817
AnophelesalbimanusSTECLA|AALB007684	OG6120819
AnophelesatroparvusEBRO|AATE014267	OG6120819
AnophelesfunestusFUMOZ|AFUN005606	OG6120819
AnophelesgambiaePEST|AGAP000779	OG6120819
AnophelesatroparvusEBRO|AATE001941	OG6120910
AnophelesfunestusFUMOZ|AFUN007348	OG6120910
AnophelesgambiaePEST|AGAP000297	OG6120910
AnophelesalbimanusSTECLA|AALB006384	OG6120926
AnophelesalbimanusSTECLA|AALB007634	OG6120926
AnophelesatroparvusEBRO|AATE016658	OG6120926
AnophelesatroparvusEBRO|AATE011572	OG6120926
AnophelesfunestusFUMOZ|AFUN005579	OG6120926
AnophelesfunestusFUMOZ|AFUN005578	OG6120926
AnophelesgambiaePEST|AGAP000963	OG6120926
AnophelesgambiaePEST|AGAP000964	OG6120926
AnophelesalbimanusSTECLA|AALB007668	OG6120953
AnophelesatroparvusEBRO|AATE003209	OG6120953
AnophelesfunestusFUMOZ|AFUN002831	OG6120953
AnophelesfunestusFUMOZ|AFUN002830	OG6120953
AnophelesgambiaePEST|AGAP029815	OG6120953
AnophelesalbimanusSTECLA|AALB007688	OG6120961
AnophelesatroparvusEBRO|AATE009003	OG6120961
AnophelesatroparvusEBRO|AATE019406	OG6120961
AnophelesatroparvusEBRO|AATE003426	OG6120961
AnophelesfunestusFUMOZ|AFUN020627	OG6120961
AnophelesgambiaePEST|AGAP029109	OG6120961
