query_id	query_start	query_end	hit_accession	hit_id	hit_description	hit_start	hit_end	conditional_evalue	bitscore	family
AnophelesgambiaePEST|AGAP000243	107	512	PF03097.22	BRO1	BRO1-like domain	0	379	5.4e-66	212.0	OG6105514
AnophelesalbimanusSTECLA|AALB007723	26	85	PF02185.20	HR1	Hr1 repeat	1	63	3.4e-18	54.6	OG6105514
AnophelesatroparvusEBRO|AATE014205	41	100	PF02185.20	HR1	Hr1 repeat	1	63	3.9e-18	54.6	OG6105514
AnophelesfunestusFUMOZ|AFUN000266	35	94	PF02185.20	HR1	Hr1 repeat	1	63	2.1e-18	54.7	OG6105514
AnophelesgambiaePEST|AGAP000243	35	94	PF02185.20	HR1	Hr1 repeat	1	63	3.2e-18	54.7	OG6105514
AnophelesalbimanusSTECLA|AALB007723	655	725	PF00595.28	PDZ	PDZ domain	5	80	1.5e-12	36.9	OG6105514
AnophelesatroparvusEBRO|AATE014205	678	743	PF00595.28	PDZ	PDZ domain	10	80	1.5e-11	33.9	OG6105514
AnophelesfunestusFUMOZ|AFUN000266	643	709	PF00595.28	PDZ	PDZ domain	9	80	1e-11	33.6	OG6105514
AnophelesgambiaePEST|AGAP000243	640	706	PF00595.28	PDZ	PDZ domain	9	80	3.7e-11	32.5	OG6105514
AnophelesalbimanusSTECLA|AALB007723	567	594	PF04360.16	Serglycin	Serglycin	85	113	1.1e-06	17.8	OG6105514
AnophelesgambiaePEST|AGAP000243	536	606	PF05236.18	TAF4	Transcription initiation factor TFIID component TAF4 family	187	251	3.1e-05	12.9	OG6105514
AnophelesalbimanusSTECLA|AALB007723	742	776	PF14984.10	CD24	CD24 protein	0	33	0.00015	11.2	OG6105514
AnophelesatroparvusEBRO|AATE014205	604	643	PF08311.16	Mad3_BUB1_I	Mad3/BUB1 homology region 1	36	75	0.00018	10.8	OG6105514
AnophelesalbimanusSTECLA|AALB003332	89	162	PF12796.11	Ank_2	Ankyrin repeats (3 copies)	18	89	4.9e-19	57.3	OG6105527
AnophelesatroparvusEBRO|AATE020008	107	195	PF12796.11	Ank_2	Ankyrin repeats (3 copies)	0	85	3.7999999999999995e-24	73.9	OG6105527
AnophelesfunestusFUMOZ|AFUN007358	81	167	PF12796.11	Ank_2	Ankyrin repeats (3 copies)	7	90	4.3e-20	60.7	OG6105527
AnophelesalbimanusSTECLA|AALB006724	562	981	PF19518.3	RhoGAP_pG1_pG2	p190RhoGAP, pG1 and pG2 domains	1	443	2.7000000000000003e-73	236.2	OG6105533
AnophelesatroparvusEBRO|AATE012835	562	940	PF19518.3	RhoGAP_pG1_pG2	p190RhoGAP, pG1 and pG2 domains	1	403	3.7e-70	226.1	OG6105533
AnophelesfunestusFUMOZ|AFUN020492	566	948	PF19518.3	RhoGAP_pG1_pG2	p190RhoGAP, pG1 and pG2 domains	1	407	2.1e-71	230.2	OG6105533
AnophelesgambiaePEST|AGAP000870	562	939	PF19518.3	RhoGAP_pG1_pG2	p190RhoGAP, pG1 and pG2 domains	1	402	4.2e-71	229.0	OG6105533
AnophelesalbimanusSTECLA|AALB006724	1538	1697	PF00620.31	RhoGAP	RhoGAP domain	0	145	2.6e-41	129.9	OG6105533
AnophelesatroparvusEBRO|AATE012835	1538	1697	PF00620.31	RhoGAP	RhoGAP domain	0	145	1.1e-41	131.3	OG6105533
AnophelesfunestusFUMOZ|AFUN020492	1536	1695	PF00620.31	RhoGAP	RhoGAP domain	0	145	3e-41	129.9	OG6105533
AnophelesgambiaePEST|AGAP000870	1547	1706	PF00620.31	RhoGAP	RhoGAP domain	0	145	2.6e-41	129.9	OG6105533
AnophelesalbimanusSTECLA|AALB006724	253	333	PF16512.9	RhoGAP-FF1	p190-A and -B Rho GAPs FF domain	0	80	4.3e-31	96.3	OG6105533
AnophelesatroparvusEBRO|AATE012835	253	333	PF16512.9	RhoGAP-FF1	p190-A and -B Rho GAPs FF domain	0	80	8.4e-31	95.6	OG6105533
AnophelesfunestusFUMOZ|AFUN020492	253	333	PF16512.9	RhoGAP-FF1	p190-A and -B Rho GAPs FF domain	0	80	6.2e-32	99.2	OG6105533
AnophelesgambiaePEST|AGAP000870	253	333	PF16512.9	RhoGAP-FF1	p190-A and -B Rho GAPs FF domain	0	80	5.5e-32	99.2	OG6105533
AnophelesalbimanusSTECLA|AALB006724	147	240	PF00071.26	Ras	Ras family	72	160	2.6e-08	22.5	OG6105533
AnophelesatroparvusEBRO|AATE012835	147	240	PF00071.26	Ras	Ras family	72	160	1.4e-08	23.6	OG6105533
AnophelesfunestusFUMOZ|AFUN020492	147	240	PF00071.26	Ras	Ras family	72	160	4.3e-08	22.0	OG6105533
AnophelesgambiaePEST|AGAP000870	147	240	PF00071.26	Ras	Ras family	72	160	5e-08	21.6	OG6105533
AnophelesalbimanusSTECLA|AALB006724	433	481	PF01846.23	FF	FF domain	2	50	0.0006	8.9	OG6105533
AnophelesatroparvusEBRO|AATE012835	433	481	PF01846.23	FF	FF domain	2	50	0.00069	8.9	OG6105533
AnophelesfunestusFUMOZ|AFUN020492	437	485	PF01846.23	FF	FF domain	2	50	0.00082	8.7	OG6105533
AnophelesgambiaePEST|AGAP000870	433	481	PF01846.23	FF	FF domain	2	50	0.0006	8.9	OG6105533
AnophelesfunestusFUMOZ|AFUN020492	1204	1255	PF17253.6	DUF5320	Family of unknown function (DUF5320)	34	87	0.00058	10.2	OG6105533
AnophelesatroparvusEBRO|AATE012835	18	45	PF08477.17	Roc	Ras of Complex, Roc, domain of DAPkinase	5	32	0.0012	8.2	OG6105533
AnophelesfunestusFUMOZ|AFUN020492	18	37	PF13401.10	AAA_22	AAA domain	11	30	0.019	4.4	OG6105533
AnophelesfunestusFUMOZ|AFUN006988	108	177	PF01230.27	HIT	HIT domain	15	93	3.5e-07	18.7	OG6105542
AnophelesgambiaePEST|AGAP000740	109	178	PF01230.27	HIT	HIT domain	15	93	3e-06	15.1	OG6105542
AnophelesfunestusFUMOZ|AFUN006988	298	319	PF19026.4	HYPK_UBA	HYPK UBA domain	16	37	2.8e-05	11.3	OG6105542
AnophelesalbimanusSTECLA|AALB006911	453	649	PF21034.1	BCAS3_WD40	BCAS3, WD40 repeat	281	478	9e-58	184.5	OG6105557
AnophelesatroparvusEBRO|AATE014918	62	320	PF21034.1	BCAS3_WD40	BCAS3, WD40 repeat	1	236	2.1999999999999997e-62	199.4	OG6105557
AnophelesfunestusFUMOZ|AFUN010433	63	311	PF21034.1	BCAS3_WD40	BCAS3, WD40 repeat	1	236	1.5e-63	202.9	OG6105557
AnophelesgambiaePEST|AGAP029975	63	357	PF21034.1	BCAS3_WD40	BCAS3, WD40 repeat	1	279	1.4999999999999998e-62	199.3	OG6105557
AnophelesalbimanusSTECLA|AALB006911	879	929	PF12490.12	BCAS3	BCAS3 microtubule associated cell migration factor, C-terminal	75	130	3.5e-07	19.2	OG6105557
AnophelesatroparvusEBRO|AATE014918	768	823	PF12490.12	BCAS3	BCAS3 microtubule associated cell migration factor, C-terminal	57	111	3.7e-08	22.1	OG6105557
AnophelesfunestusFUMOZ|AFUN010433	687	801	PF12490.12	BCAS3	BCAS3 microtubule associated cell migration factor, C-terminal	4	111	1.5e-08	23.0	OG6105557
AnophelesalbimanusSTECLA|AALB006911	1810	1850	PF03247.18	Prothymosin	Prothymosin/parathymosin family	58	98	1.8e-05	13.8	OG6105557
AnophelesatroparvusEBRO|AATE014918	1161	1239	PF00582.30	Usp	Universal stress protein family	47	112	8.3e-05	11.6	OG6105557
AnophelesalbimanusSTECLA|AALB006271	85	233	PF13532.10	2OG-FeII_Oxy_2	2OG-Fe(II) oxygenase superfamily	54	193	3.7e-10	26.4	OG6105564
AnophelesfunestusFUMOZ|AFUN015861	120	260	PF13532.10	2OG-FeII_Oxy_2	2OG-Fe(II) oxygenase superfamily	70	193	5.6e-10	26.8	OG6105564
AnophelesgambiaePEST|AGAP000760	117	255	PF13532.10	2OG-FeII_Oxy_2	2OG-Fe(II) oxygenase superfamily	69	193	4.2e-11	29.5	OG6105564
AnophelesfunestusFUMOZ|AFUN015861	64	102	PF12729.11	4HB_MCP_1	Four helix bundle sensory module for signal transduction	84	122	0.00011	8.9	OG6105564
AnophelesgambiaePEST|AGAP000981	46	76	PF00400.36	WD40	WD domain, G-beta repeat	5	35	8.2e-10	26.9	OG6105598
AnophelesalbimanusSTECLA|AALB006311	17	160	PF03250.18	Tropomodulin	Tropomodulin	0	142	9.699999999999999e-55	171.6	OG6105629
AnophelesatroparvusEBRO|AATE013002	42	185	PF03250.18	Tropomodulin	Tropomodulin	0	142	6.699999999999999e-55	172.1	OG6105629
AnophelesfunestusFUMOZ|AFUN019858	17	160	PF03250.18	Tropomodulin	Tropomodulin	0	142	1.9999999999999998e-54	171.1	OG6105629
AnophelesgambiaePEST|AGAP000969	17	160	PF03250.18	Tropomodulin	Tropomodulin	0	142	6.9e-55	172.6	OG6105629
AnophelesalbimanusSTECLA|AALB006311	240	282	PF12799.11	LRR_4	Leucine Rich repeats (2 copies)	0	37	0.0002	8.9	OG6105629
AnophelesatroparvusEBRO|AATE013002	265	307	PF12799.11	LRR_4	Leucine Rich repeats (2 copies)	0	37	0.00032	8.3	OG6105629
AnophelesfunestusFUMOZ|AFUN019858	240	282	PF12799.11	LRR_4	Leucine Rich repeats (2 copies)	0	37	0.00036	8.7	OG6105629
AnophelesgambiaePEST|AGAP000969	240	282	PF12799.11	LRR_4	Leucine Rich repeats (2 copies)	0	37	0.00036	8.7	OG6105629
AnophelesalbimanusSTECLA|AALB006327	157	214	PF00412.26	LIM	LIM domain	0	56	5.2e-18	52.4	OG6105630
AnophelesatroparvusEBRO|AATE010015	168	227	PF00412.26	LIM	LIM domain	0	58	4.7e-16	48.2	OG6105630
AnophelesfunestusFUMOZ|AFUN006998	143	200	PF00412.26	LIM	LIM domain	0	56	4.8e-18	52.5	OG6105630
AnophelesgambiaePEST|AGAP000731	148	205	PF00412.26	LIM	LIM domain	0	56	7.3e-18	52.5	OG6105630
AnophelesatroparvusEBRO|AATE010015	115	165	PF03153.17	TFIIA	Transcription factor IIA, alpha/beta subunit	187	229	0.00014	11.1	OG6105630
AnophelesgambiaePEST|AGAP000731	37	60	PF03153.17	TFIIA	Transcription factor IIA, alpha/beta subunit	194	217	2.4e-05	12.0	OG6105630
AnophelesatroparvusEBRO|AATE010015	27	51	PF13384.10	HTH_23	Homeodomain-like domain	18	42	1.2e-06	17.7	OG6105630
AnophelesalbimanusSTECLA|AALB006655	116	220	PF11712.12	Vma12	Endoplasmic reticulum-based factor for assembly of V-ATPase	24	133	7.6e-17	48.8	OG6105644
AnophelesatroparvusEBRO|AATE021769	145	271	PF11712.12	Vma12	Endoplasmic reticulum-based factor for assembly of V-ATPase	0	132	2.4e-34	105.4	OG6105644
AnophelesgambiaePEST|AGAP013136	151	277	PF11712.12	Vma12	Endoplasmic reticulum-based factor for assembly of V-ATPase	0	132	1.6e-36	113.5	OG6105644
AnophelesalbimanusSTECLA|AALB006433	36	102	PF00226.35	DnaJ	DnaJ domain	0	63	1.0999999999999999e-25	76.8	OG6105648
AnophelesfunestusFUMOZ|AFUN007560	35	101	PF00226.35	DnaJ	DnaJ domain	0	63	2.1e-25	76.5	OG6105648
AnophelesgambiaePEST|AGAP000831	35	101	PF00226.35	DnaJ	DnaJ domain	0	63	5.1e-26	77.9	OG6105648
AnophelesfunestusFUMOZ|AFUN007560	162	214	PF05642.15	Sporozoite_P67	Sporozoite P67 surface antigen	559	611	3.7e-05	9.6	OG6105648
AnophelesalbimanusSTECLA|AALB006297	8	205	PF00335.24	Tetraspanin	Tetraspanin family	1	220	3.9999999999999996e-26	80.7	OG6105658
AnophelesatroparvusEBRO|AATE004181	2424	2476	PF14357.10	DUF4404	Domain of unknown function (DUF4404)	25	79	0.00011	10.1	OG6105660
AnophelesatroparvusEBRO|AATE004181	1357	1391	PF20017.3	VMAP-M15	vWA-MoxR associated protein middle region (VMAP-M) 15	28	62	0.00038	8.1	OG6105660
AnophelesalbimanusSTECLA|AALB006889	175	378	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	3	215	2.3e-51	161.4	OG6105663
AnophelesfunestusFUMOZ|AFUN000191	292	502	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	3	215	3.1e-48	151.1	OG6105663
AnophelesgambiaePEST|AGAP000039	280	483	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	3	215	9.3e-51	159.4	OG6105663
AnophelesalbimanusSTECLA|AALB006889	385	619	PF02932.20	Neur_chan_memb	Neurotransmitter-gated ion-channel transmembrane region	0	232	1.2e-37	117.5	OG6105663
AnophelesfunestusFUMOZ|AFUN000191	509	737	PF02932.20	Neur_chan_memb	Neurotransmitter-gated ion-channel transmembrane region	0	232	1.7e-37	117.0	OG6105663
AnophelesgambiaePEST|AGAP000039	490	718	PF02932.20	Neur_chan_memb	Neurotransmitter-gated ion-channel transmembrane region	0	232	1.1e-36	114.3	OG6105663
AnophelesalbimanusSTECLA|AALB006354	14	139	PF00292.22	PAX	'Paired box' domain	0	125	6.9e-70	222.3	OG6105713
AnophelesalbimanusSTECLA|AALB006643	19	144	PF00292.22	PAX	'Paired box' domain	0	125	7.2e-73	231.4	OG6105713
AnophelesatroparvusEBRO|AATE014626	135	260	PF00292.22	PAX	'Paired box' domain	0	125	1.2e-72	230.5	OG6105713
AnophelesatroparvusEBRO|AATE019182	54	172	PF00292.22	PAX	'Paired box' domain	0	118	3.2e-66	209.1	OG6105713
AnophelesfunestusFUMOZ|AFUN011570	19	144	PF00292.22	PAX	'Paired box' domain	0	125	6.8e-73	231.3	OG6105713
AnophelesfunestusFUMOZ|AFUN011575	38	163	PF00292.22	PAX	'Paired box' domain	0	125	2.8e-70	222.8	OG6105713
AnophelesgambiaePEST|AGAP000063	13	138	PF00292.22	PAX	'Paired box' domain	0	125	2.6e-70	222.9	OG6105713
AnophelesgambiaePEST|AGAP000067	30	155	PF00292.22	PAX	'Paired box' domain	0	125	7.6e-73	231.1	OG6105713
AnophelesalbimanusSTECLA|AALB006354	304	360	PF00046.33	Homeodomain	Homeodomain	1	57	8.6e-25	75.9	OG6105713
AnophelesalbimanusSTECLA|AALB006643	240	287	PF00046.33	Homeodomain	Homeodomain	1	48	5.9e-19	56.7	OG6105713
AnophelesatroparvusEBRO|AATE014626	354	399	PF00046.33	Homeodomain	Homeodomain	1	46	2.9e-16	47.9	OG6105713
AnophelesfunestusFUMOZ|AFUN011570	238	283	PF00046.33	Homeodomain	Homeodomain	1	46	1.9e-16	48.4	OG6105713
AnophelesfunestusFUMOZ|AFUN011575	310	366	PF00046.33	Homeodomain	Homeodomain	1	57	4.9e-25	76.0	OG6105713
AnophelesgambiaePEST|AGAP000063	289	345	PF00046.33	Homeodomain	Homeodomain	1	57	4.6e-25	76.1	OG6105713
AnophelesgambiaePEST|AGAP000067	249	294	PF00046.33	Homeodomain	Homeodomain	1	46	1.6e-16	48.7	OG6105713
AnophelesalbimanusSTECLA|AALB006354	203	250	PF10471.13	ANAPC_CDC26	Anaphase-promoting complex APC subunit CDC26	22	61	0.00072	9.9	OG6105713
AnophelesalbimanusSTECLA|AALB006741	66	420	PF00501.32	AMP-binding	AMP-binding enzyme	15	382	5.6e-65	206.6	OG6105714
AnophelesatroparvusEBRO|AATE008645	51	413	PF00501.32	AMP-binding	AMP-binding enzyme	12	382	2.6999999999999998e-62	197.7	OG6105714
AnophelesfunestusFUMOZ|AFUN006697	55	408	PF00501.32	AMP-binding	AMP-binding enzyme	15	382	5.7e-58	184.1	OG6105714
AnophelesgambiaePEST|AGAP000907	54	406	PF00501.32	AMP-binding	AMP-binding enzyme	13	382	2.3e-54	172.2	OG6105714
AnophelesalbimanusSTECLA|AALB006741	470	554	PF13193.10	AMP-binding_C	AMP-binding enzyme C-terminal domain	0	76	2.1e-14	41.5	OG6105714
AnophelesatroparvusEBRO|AATE008645	463	542	PF13193.10	AMP-binding_C	AMP-binding enzyme C-terminal domain	0	76	4.2e-16	47.0	OG6105714
AnophelesfunestusFUMOZ|AFUN006697	458	537	PF13193.10	AMP-binding_C	AMP-binding enzyme C-terminal domain	0	76	3e-16	48.0	OG6105714
AnophelesgambiaePEST|AGAP000907	456	535	PF13193.10	AMP-binding_C	AMP-binding enzyme C-terminal domain	0	76	7.9e-16	46.6	OG6105714
AnophelesatroparvusEBRO|AATE019374	315	387	PF04969.20	CS	CS domain	2	78	3.1e-13	37.9	OG6105715
AnophelesfunestusFUMOZ|AFUN006823	293	369	PF04969.20	CS	CS domain	2	78	2.5e-11	31.7	OG6105715
AnophelesgambiaePEST|AGAP000648	294	371	PF04969.20	CS	CS domain	2	78	1.7e-09	24.9	OG6105715
AnophelesfunestusFUMOZ|AFUN006823	179	232	PF08925.15	DUF1907	Domain of Unknown Function (DUF1907)	183	235	1.7e-05	11.4	OG6105715
AnophelesatroparvusEBRO|AATE019374	195	239	PF20543.2	CowN	N2-fixation sustaining protein CowN	14	58	2.9e-05	11.8	OG6105715
AnophelesalbimanusSTECLA|AALB006497	47	65	PF08227.15	DASH_Hsk3	DASH complex subunit Hsk3 like	0	18	3.2e-05	10.7	OG6105715
AnophelesalbimanusSTECLA|AALB006474	1129	1174	PF16300.9	WD40_4	Type of WD40 repeat	0	44	4.4e-22	66.3	OG6105739
AnophelesatroparvusEBRO|AATE013049	1123	1168	PF16300.9	WD40_4	Type of WD40 repeat	0	44	3.2e-20	60.6	OG6105739
AnophelesfunestusFUMOZ|AFUN006679	1153	1198	PF16300.9	WD40_4	Type of WD40 repeat	0	44	2.4e-20	60.9	OG6105739
AnophelesgambiaePEST|AGAP000930	339	382	PF16300.9	WD40_4	Type of WD40 repeat	0	43	1.6e-20	61.2	OG6105739
AnophelesalbimanusSTECLA|AALB006474	3	67	PF08953.15	DUF1899	Domain of unknown function (DUF1899)	1	66	7.9e-18	52.7	OG6105739
AnophelesatroparvusEBRO|AATE013049	783	849	PF08953.15	DUF1899	Domain of unknown function (DUF1899)	1	66	1.3e-15	45.8	OG6105739
AnophelesfunestusFUMOZ|AFUN006679	813	879	PF08953.15	DUF1899	Domain of unknown function (DUF1899)	1	66	2.3e-18	54.7	OG6105739
AnophelesgambiaePEST|AGAP000930	841	907	PF08953.15	DUF1899	Domain of unknown function (DUF1899)	1	66	3e-18	54.0	OG6105739
AnophelesalbimanusSTECLA|AALB006474	136	206	PF12894.11	ANAPC4_WD40	Anaphase-promoting complex subunit 4 WD40 domain	2	73	2.2e-07	19.6	OG6105739
AnophelesatroparvusEBRO|AATE013049	137	205	PF12894.11	ANAPC4_WD40	Anaphase-promoting complex subunit 4 WD40 domain	3	72	5.7e-07	18.5	OG6105739
AnophelesfunestusFUMOZ|AFUN006679	138	207	PF12894.11	ANAPC4_WD40	Anaphase-promoting complex subunit 4 WD40 domain	4	74	5.1e-06	15.5	OG6105739
AnophelesgambiaePEST|AGAP000930	138	206	PF12894.11	ANAPC4_WD40	Anaphase-promoting complex subunit 4 WD40 domain	4	73	8.1e-07	17.8	OG6105739
AnophelesalbimanusSTECLA|AALB006460	51	101	PF13639.10	zf-RING_2	Ring finger domain	1	44	3e-08	22.7	OG6105755
AnophelesfunestusFUMOZ|AFUN010405	51	100	PF13639.10	zf-RING_2	Ring finger domain	1	43	2e-07	20.3	OG6105755
AnophelesgambiaePEST|AGAP000127	51	100	PF13639.10	zf-RING_2	Ring finger domain	1	43	6.9e-08	21.5	OG6105755
AnophelesalbimanusSTECLA|AALB006317	202	314	PF10591.13	SPARC_Ca_bdg	Secreted protein acidic and rich in cysteine Ca binding region	2	113	1.9e-43	134.6	OG6105759
AnophelesatroparvusEBRO|AATE010383	218	332	PF10591.13	SPARC_Ca_bdg	Secreted protein acidic and rich in cysteine Ca binding region	0	113	2.9e-44	137.8	OG6105759
AnophelesfunestusFUMOZ|AFUN007340	182	296	PF10591.13	SPARC_Ca_bdg	Secreted protein acidic and rich in cysteine Ca binding region	0	113	3.2999999999999998e-43	134.8	OG6105759
AnophelesalbimanusSTECLA|AALB006317	115	131	PF09289.14	FOLN	Follistatin/Osteonectin-like EGF domain	0	16	7.6e-06	13.4	OG6105759
AnophelesatroparvusEBRO|AATE010383	133	148	PF09289.14	FOLN	Follistatin/Osteonectin-like EGF domain	0	15	1.7e-07	19.2	OG6105759
AnophelesfunestusFUMOZ|AFUN007340	97	112	PF09289.14	FOLN	Follistatin/Osteonectin-like EGF domain	0	15	1.4e-06	16.7	OG6105759
AnophelesatroparvusEBRO|AATE010383	157	216	PF07648.19	Kazal_2	Kazal-type serine protease inhibitor domain	1	47	9.8e-05	10.3	OG6105759
AnophelesfunestusFUMOZ|AFUN007340	121	180	PF07648.19	Kazal_2	Kazal-type serine protease inhibitor domain	1	47	7.2e-06	14.3	OG6105759
AnophelesalbimanusSTECLA|AALB006872	15	253	PF03372.27	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family	1	173	8e-06	14.2	OG6105774
AnophelesatroparvusEBRO|AATE002936	39	277	PF03372.27	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family	1	173	1e-06	15.7	OG6105774
AnophelesfunestusFUMOZ|AFUN006255	11	377	PF03372.27	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family	1	225	2.7e-09	24.2	OG6105774
AnophelesgambiaePEST|AGAP000203	11	355	PF03372.27	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family	1	213	5.2e-09	23.8	OG6105774
AnophelesalbimanusSTECLA|AALB006872	665	714	PF19593.3	DUF6098	Family of unknown function (DUF6098)	8	57	4.5e-06	14.9	OG6105774
AnophelesalbimanusSTECLA|AALB006872	559	598	PF10073.13	GapR_DNA-bd	GapR-like, DNA-binding domain	17	55	8.7e-05	10.7	OG6105774
AnophelesalbimanusSTECLA|AALB006568	67	250	PF03281.18	Mab-21	Mab-21 protein nucleotidyltransferase domain	0	197	6.8e-48	150.4	OG6105865
AnophelesatroparvusEBRO|AATE001857	67	250	PF03281.18	Mab-21	Mab-21 protein nucleotidyltransferase domain	0	197	6.8e-48	150.4	OG6105865
AnophelesatroparvusEBRO|AATE010342	68	250	PF03281.18	Mab-21	Mab-21 protein nucleotidyltransferase domain	1	197	1.1999999999999999e-43	136.6	OG6105865
AnophelesfunestusFUMOZ|AFUN008066	67	250	PF03281.18	Mab-21	Mab-21 protein nucleotidyltransferase domain	0	197	6.8e-48	150.4	OG6105865
AnophelesfunestusFUMOZ|AFUN008067	68	250	PF03281.18	Mab-21	Mab-21 protein nucleotidyltransferase domain	1	197	1.9e-43	135.9	OG6105865
AnophelesgambiaePEST|AGAP001033	67	250	PF03281.18	Mab-21	Mab-21 protein nucleotidyltransferase domain	0	197	5.5e-44	137.7	OG6105865
AnophelesalbimanusSTECLA|AALB006568	251	350	PF20266.2	Mab-21_C	Mab-21 protein HhH/H2TH-like domain	0	102	5.2000000000000006e-33	100.5	OG6105865
AnophelesatroparvusEBRO|AATE001857	251	350	PF20266.2	Mab-21_C	Mab-21 protein HhH/H2TH-like domain	0	102	5.3000000000000004e-33	100.5	OG6105865
AnophelesatroparvusEBRO|AATE010342	252	350	PF20266.2	Mab-21_C	Mab-21 protein HhH/H2TH-like domain	1	102	4.1000000000000003e-32	97.6	OG6105865
AnophelesfunestusFUMOZ|AFUN008066	251	350	PF20266.2	Mab-21_C	Mab-21 protein HhH/H2TH-like domain	0	102	5.3000000000000004e-33	100.5	OG6105865
AnophelesfunestusFUMOZ|AFUN008067	252	350	PF20266.2	Mab-21_C	Mab-21 protein HhH/H2TH-like domain	1	102	4.6e-31	94.3	OG6105865
AnophelesgambiaePEST|AGAP001033	252	350	PF20266.2	Mab-21_C	Mab-21 protein HhH/H2TH-like domain	1	102	8.2e-31	93.5	OG6105865
AnophelesalbimanusSTECLA|AALB007727	43	124	PF00992.24	Troponin	Troponin	0	81	6.3e-25	76.2	OG6105874
AnophelesatroparvusEBRO|AATE014682	43	173	PF00992.24	Troponin	Troponin	0	134	1.5e-45	141.9	OG6105874
AnophelesfunestusFUMOZ|AFUN020768	43	173	PF00992.24	Troponin	Troponin	0	134	9.7e-46	141.6	OG6105874
AnophelesgambiaePEST|AGAP001053	43	173	PF00992.24	Troponin	Troponin	0	134	5.2999999999999994e-46	143.4	OG6105874
AnophelesfunestusFUMOZ|AFUN008083	295	357	PF21198.1	ASH2L-like_WH	Set1/Ash2 histone methyltransferase complex subunit ASH2-like, WH	25	89	2.8e-10	29.1	OG6105880
AnophelesgambiaePEST|AGAP001019	495	556	PF21198.1	ASH2L-like_WH	Set1/Ash2 histone methyltransferase complex subunit ASH2-like, WH	26	89	4.8e-10	28.3	OG6105880
AnophelesfunestusFUMOZ|AFUN008083	192	225	PF18104.5	Tudor_2	Jumonji domain-containing protein 2A Tudor domain	2	33	0.00018	10.1	OG6105880
AnophelesgambiaePEST|AGAP001019	277	311	PF18104.5	Tudor_2	Jumonji domain-containing protein 2A Tudor domain	1	34	9.5e-08	20.6	OG6105880
AnophelesatroparvusEBRO|AATE020524	32	92	PF05030.16	SSXT	SSXT protein (N-terminal region)	1	61	2.2000000000000002e-27	85.5	OG6105891
AnophelesfunestusFUMOZ|AFUN007302	29	89	PF05030.16	SSXT	SSXT protein (N-terminal region)	1	61	2.0000000000000002e-29	88.3	OG6105891
AnophelesgambiaePEST|AGAP013441	32	92	PF05030.16	SSXT	SSXT protein (N-terminal region)	1	61	1.3e-29	89.8	OG6105891
AnophelesfunestusFUMOZ|AFUN011584	227	316	PF07522.18	DRMBL	DNA repair metallo-beta-lactamase	2	98	2.5e-14	41.9	OG6105909
AnophelesgambiaePEST|AGAP000597	226	318	PF07522.18	DRMBL	DNA repair metallo-beta-lactamase	2	98	1.5e-16	48.7	OG6105909
AnophelesfunestusFUMOZ|AFUN011584	25	158	PF12706.11	Lactamase_B_2	Beta-lactamase superfamily domain	29	171	1.8e-07	19.4	OG6105909
AnophelesgambiaePEST|AGAP000597	20	157	PF12706.11	Lactamase_B_2	Beta-lactamase superfamily domain	19	171	8.4e-10	26.7	OG6105909
AnophelesatroparvusEBRO|AATE020070	81	362	PF08584.15	Ribonuc_P_40	Ribonuclease P 40kDa (Rpp40) subunit	1	286	5.9999999999999996e-40	123.5	OG6105925
AnophelesfunestusFUMOZ|AFUN006820	81	356	PF08584.15	Ribonuc_P_40	Ribonuclease P 40kDa (Rpp40) subunit	1	286	2.9999999999999996e-42	132.6	OG6105925
AnophelesgambiaePEST|AGAP000650	80	354	PF08584.15	Ribonuc_P_40	Ribonuclease P 40kDa (Rpp40) subunit	1	286	1.2999999999999999e-46	145.3	OG6105925
AnophelesalbimanusSTECLA|AALB006899	46	108	PF00226.35	DnaJ	DnaJ domain	0	63	1.5000000000000002e-22	68.8	OG6105968
AnophelesatroparvusEBRO|AATE014685	43	105	PF00226.35	DnaJ	DnaJ domain	0	63	5.1e-22	67.2	OG6105968
AnophelesfunestusFUMOZ|AFUN005761	46	108	PF00226.35	DnaJ	DnaJ domain	0	63	1.6e-21	65.6	OG6105968
AnophelesgambiaePEST|AGAP000261	41	103	PF00226.35	DnaJ	DnaJ domain	0	63	4.9e-21	63.5	OG6105968
AnophelesalbimanusSTECLA|AALB006899	395	441	PF00249.35	Myb_DNA-binding	Myb-like DNA-binding domain	2	43	9.8e-12	34.2	OG6105968
AnophelesatroparvusEBRO|AATE014685	399	446	PF00249.35	Myb_DNA-binding	Myb-like DNA-binding domain	2	44	2.2e-11	33.1	OG6105968
AnophelesfunestusFUMOZ|AFUN005761	403	450	PF00249.35	Myb_DNA-binding	Myb-like DNA-binding domain	2	44	1.5e-11	33.6	OG6105968
