# Species	Genes	Alg.-Conn.	AnophelesalbimanusSTECLA.faa	AnophelesatroparvusEBRO.faa	AnophelesfunestusFUMOZ.faa	AnophelesgambiaePEST.faa
4	4	0.332	AnophelesalbimanusSTECLA|AALB006801	AnophelesatroparvusEBRO|AATE007402	AnophelesfunestusFUMOZ|AFUN008170	AnophelesgambiaePEST|AGAP001047
4	4	0.332	AnophelesalbimanusSTECLA|AALB006803	AnophelesatroparvusEBRO|AATE020572	AnophelesfunestusFUMOZ|AFUN006892	AnophelesgambiaePEST|AGAP000407
4	4	0.332	AnophelesalbimanusSTECLA|AALB006805	AnophelesatroparvusEBRO|AATE020529	AnophelesfunestusFUMOZ|AFUN006893	AnophelesgambiaePEST|AGAP000406
4	4	0.332	AnophelesalbimanusSTECLA|AALB006807	AnophelesatroparvusEBRO|AATE013625	AnophelesfunestusFUMOZ|AFUN006897	AnophelesgambiaePEST|AGAP000402
4	4	0.332	AnophelesalbimanusSTECLA|AALB006808	AnophelesatroparvusEBRO|AATE007437	AnophelesfunestusFUMOZ|AFUN006899	AnophelesgambiaePEST|AGAP000400
4	4	0.332	AnophelesalbimanusSTECLA|AALB006810	AnophelesatroparvusEBRO|AATE010543	AnophelesfunestusFUMOZ|AFUN007568	AnophelesgambiaePEST|AGAP000840
4	4	0.332	AnophelesalbimanusSTECLA|AALB006812	AnophelesatroparvusEBRO|AATE015407	AnophelesfunestusFUMOZ|AFUN000242	AnophelesgambiaePEST|AGAP000862
4	4	0.332	AnophelesalbimanusSTECLA|AALB006815	AnophelesatroparvusEBRO|AATE009592	AnophelesfunestusFUMOZ|AFUN006817	AnophelesgambiaePEST|AGAP000653
4	4	0.332	AnophelesalbimanusSTECLA|AALB006816	AnophelesatroparvusEBRO|AATE015238	AnophelesfunestusFUMOZ|AFUN000241	AnophelesgambiaePEST|AGAP000861
4	4	0.332	AnophelesalbimanusSTECLA|AALB006818	AnophelesatroparvusEBRO|AATE021709	AnophelesfunestusFUMOZ|AFUN007285	AnophelesgambiaePEST|AGAP000896
4	4	0.332	AnophelesalbimanusSTECLA|AALB006820	AnophelesatroparvusEBRO|AATE005851	AnophelesfunestusFUMOZ|AFUN019967	AnophelesgambiaePEST|AGAP000343
4	4	0.332	AnophelesalbimanusSTECLA|AALB006822	AnophelesatroparvusEBRO|AATE000879	AnophelesfunestusFUMOZ|AFUN022133	AnophelesgambiaePEST|AGAP013413
4	4	0.332	AnophelesalbimanusSTECLA|AALB006823	AnophelesatroparvusEBRO|AATE011455	AnophelesfunestusFUMOZ|AFUN006681	AnophelesgambiaePEST|AGAP012964
4	4	0.332	AnophelesalbimanusSTECLA|AALB006824	AnophelesatroparvusEBRO|AATE008935	AnophelesfunestusFUMOZ|AFUN010404	AnophelesgambiaePEST|AGAP000126
4	4	0.332	AnophelesalbimanusSTECLA|AALB006825	AnophelesatroparvusEBRO|AATE012984	AnophelesfunestusFUMOZ|AFUN010403	AnophelesgambiaePEST|AGAP000124
4	4	0.332	AnophelesalbimanusSTECLA|AALB006827	AnophelesatroparvusEBRO|AATE006760	AnophelesfunestusFUMOZ|AFUN010147	AnophelesgambiaePEST|AGAP000563
4	4	0.332	AnophelesalbimanusSTECLA|AALB006828	AnophelesatroparvusEBRO|AATE014131	AnophelesfunestusFUMOZ|AFUN010148	AnophelesgambiaePEST|AGAP000564
4	4	0.332	AnophelesalbimanusSTECLA|AALB006829	AnophelesatroparvusEBRO|AATE011146	AnophelesfunestusFUMOZ|AFUN010149	AnophelesgambiaePEST|AGAP000565
4	4	0.332	AnophelesalbimanusSTECLA|AALB006830	AnophelesatroparvusEBRO|AATE007852	AnophelesfunestusFUMOZ|AFUN010150	AnophelesgambiaePEST|AGAP000566
4	4	0.332	AnophelesalbimanusSTECLA|AALB006831	AnophelesatroparvusEBRO|AATE020851	AnophelesfunestusFUMOZ|AFUN020485	AnophelesgambiaePEST|AGAP000567
4	4	0.332	AnophelesalbimanusSTECLA|AALB006837	AnophelesatroparvusEBRO|AATE006828	AnophelesfunestusFUMOZ|AFUN000248	AnophelesgambiaePEST|AGAP000868
4	4	0.332	AnophelesalbimanusSTECLA|AALB006838	AnophelesatroparvusEBRO|AATE001861	AnophelesfunestusFUMOZ|AFUN005732	AnophelesgambiaePEST|AGAP000390
4	4	0.332	AnophelesalbimanusSTECLA|AALB006839	AnophelesatroparvusEBRO|AATE002274	AnophelesfunestusFUMOZ|AFUN020361	AnophelesgambiaePEST|AGAP000718
4	4	0.332	AnophelesalbimanusSTECLA|AALB006840	AnophelesatroparvusEBRO|AATE003509	AnophelesfunestusFUMOZ|AFUN000711	AnophelesgambiaePEST|AGAP000717
4	4	0.332	AnophelesalbimanusSTECLA|AALB006841	AnophelesatroparvusEBRO|AATE017083	AnophelesfunestusFUMOZ|AFUN011482	AnophelesgambiaePEST|AGAP000876
4	4	0.332	AnophelesalbimanusSTECLA|AALB006842	AnophelesatroparvusEBRO|AATE010434	AnophelesfunestusFUMOZ|AFUN011481	AnophelesgambiaePEST|AGAP000877
4	4	0.332	AnophelesalbimanusSTECLA|AALB006843	AnophelesatroparvusEBRO|AATE000800	AnophelesfunestusFUMOZ|AFUN011480	AnophelesgambiaePEST|AGAP000878
4	4	0.332	AnophelesalbimanusSTECLA|AALB006844	AnophelesatroparvusEBRO|AATE012158	AnophelesfunestusFUMOZ|AFUN020430	AnophelesgambiaePEST|AGAP000795
4	4	0.332	AnophelesalbimanusSTECLA|AALB006847	AnophelesatroparvusEBRO|AATE005108	AnophelesfunestusFUMOZ|AFUN020711	AnophelesgambiaePEST|AGAP000797
4	4	0.332	AnophelesalbimanusSTECLA|AALB006851	AnophelesatroparvusEBRO|AATE019981	AnophelesfunestusFUMOZ|AFUN006222	AnophelesgambiaePEST|AGAP000803
4	4	0.332	AnophelesalbimanusSTECLA|AALB006854	AnophelesatroparvusEBRO|AATE014005	AnophelesfunestusFUMOZ|AFUN006219	AnophelesgambiaePEST|AGAP000806
4	4	0.332	AnophelesalbimanusSTECLA|AALB006855	AnophelesatroparvusEBRO|AATE002819	AnophelesfunestusFUMOZ|AFUN006217	AnophelesgambiaePEST|AGAP000807
4	4	0.332	AnophelesalbimanusSTECLA|AALB006856	AnophelesatroparvusEBRO|AATE000407	AnophelesfunestusFUMOZ|AFUN006216	AnophelesgambiaePEST|AGAP000808
4	4	0.332	AnophelesalbimanusSTECLA|AALB006857	AnophelesatroparvusEBRO|AATE015818	AnophelesfunestusFUMOZ|AFUN003871	AnophelesgambiaePEST|AGAP000982
4	4	0.332	AnophelesalbimanusSTECLA|AALB006858	AnophelesatroparvusEBRO|AATE001933	AnophelesfunestusFUMOZ|AFUN007342	AnophelesgambiaePEST|AGAP000303
4	4	0.332	AnophelesalbimanusSTECLA|AALB006859	AnophelesatroparvusEBRO|AATE018475	AnophelesfunestusFUMOZ|AFUN020014	AnophelesgambiaePEST|AGAP000300
4	4	0.332	AnophelesalbimanusSTECLA|AALB006862	AnophelesatroparvusEBRO|AATE005918	AnophelesfunestusFUMOZ|AFUN007346	AnophelesgambiaePEST|AGAP000299
4	4	0.332	AnophelesalbimanusSTECLA|AALB006863	AnophelesatroparvusEBRO|AATE009324	AnophelesfunestusFUMOZ|AFUN007347	AnophelesgambiaePEST|AGAP000298
4	4	0.332	AnophelesalbimanusSTECLA|AALB006864	AnophelesatroparvusEBRO|AATE018114	AnophelesfunestusFUMOZ|AFUN005603	AnophelesgambiaePEST|AGAP000776
4	4	0.332	AnophelesalbimanusSTECLA|AALB006878	AnophelesatroparvusEBRO|AATE011158	AnophelesfunestusFUMOZ|AFUN002128	AnophelesgambiaePEST|AGAP000194
4	4	0.332	AnophelesalbimanusSTECLA|AALB006879	AnophelesatroparvusEBRO|AATE005512	AnophelesfunestusFUMOZ|AFUN002127	AnophelesgambiaePEST|AGAP000195
4	4	0.332	AnophelesalbimanusSTECLA|AALB006884	AnophelesatroparvusEBRO|AATE009214	AnophelesfunestusFUMOZ|AFUN008092	AnophelesgambiaePEST|AGAP001010
4	4	0.332	AnophelesalbimanusSTECLA|AALB006885	AnophelesatroparvusEBRO|AATE020350	AnophelesfunestusFUMOZ|AFUN021859	AnophelesgambiaePEST|AGAP001011
4	4	0.332	AnophelesalbimanusSTECLA|AALB006888	AnophelesatroparvusEBRO|AATE007306	AnophelesfunestusFUMOZ|AFUN005767	AnophelesgambiaePEST|AGAP000271
4	4	0.332	AnophelesalbimanusSTECLA|AALB006891	AnophelesatroparvusEBRO|AATE010022	AnophelesfunestusFUMOZ|AFUN006682	AnophelesgambiaePEST|AGAP000929
4	4	0.332	AnophelesalbimanusSTECLA|AALB006893	AnophelesatroparvusEBRO|AATE006920	AnophelesfunestusFUMOZ|AFUN011596	AnophelesgambiaePEST|AGAP000708
4	4	0.332	AnophelesalbimanusSTECLA|AALB006899	AnophelesatroparvusEBRO|AATE014685	AnophelesfunestusFUMOZ|AFUN005761	AnophelesgambiaePEST|AGAP000261
4	4	0.332	AnophelesalbimanusSTECLA|AALB006900	AnophelesatroparvusEBRO|AATE014271	AnophelesfunestusFUMOZ|AFUN005758	AnophelesgambiaePEST|AGAP013258
4	4	0.332	AnophelesalbimanusSTECLA|AALB006901	AnophelesatroparvusEBRO|AATE000895	AnophelesfunestusFUMOZ|AFUN021603	AnophelesgambiaePEST|AGAP000256
4	4	0.332	AnophelesalbimanusSTECLA|AALB006902	AnophelesatroparvusEBRO|AATE015891	AnophelesfunestusFUMOZ|AFUN021787	AnophelesgambiaePEST|AGAP000428
4	4	0.332	AnophelesalbimanusSTECLA|AALB006904	AnophelesatroparvusEBRO|AATE019280	AnophelesfunestusFUMOZ|AFUN000208	AnophelesgambiaePEST|AGAP000018
4	4	0.332	AnophelesalbimanusSTECLA|AALB006905	AnophelesatroparvusEBRO|AATE004675	AnophelesfunestusFUMOZ|AFUN003538	AnophelesgambiaePEST|AGAP000553
4	4	0.332	AnophelesalbimanusSTECLA|AALB006910	AnophelesatroparvusEBRO|AATE017493	AnophelesfunestusFUMOZ|AFUN002857	AnophelesgambiaePEST|AGAP000534
4	4	0.332	AnophelesalbimanusSTECLA|AALB006916	AnophelesatroparvusEBRO|AATE012122	AnophelesfunestusFUMOZ|AFUN005805	AnophelesgambiaePEST|AGAP000476
4	4	0.332	AnophelesalbimanusSTECLA|AALB006920	AnophelesatroparvusEBRO|AATE010030	AnophelesfunestusFUMOZ|AFUN016609	AnophelesgambiaePEST|AGAP001015
4	4	0.332	AnophelesalbimanusSTECLA|AALB006927	AnophelesatroparvusEBRO|AATE011345	AnophelesfunestusFUMOZ|AFUN021760	AnophelesgambiaePEST|AGAP000326
4	4	0.332	AnophelesalbimanusSTECLA|AALB006928	AnophelesatroparvusEBRO|AATE013484	AnophelesfunestusFUMOZ|AFUN007316	AnophelesgambiaePEST|AGAP000327
4	4	0.332	AnophelesalbimanusSTECLA|AALB006929	AnophelesatroparvusEBRO|AATE016003	AnophelesfunestusFUMOZ|AFUN019891	AnophelesgambiaePEST|AGAP000328
4	4	0.332	AnophelesalbimanusSTECLA|AALB006932	AnophelesatroparvusEBRO|AATE011959	AnophelesfunestusFUMOZ|AFUN007304	AnophelesgambiaePEST|AGAP000320
4	4	0.332	AnophelesalbimanusSTECLA|AALB006933	AnophelesatroparvusEBRO|AATE014339	AnophelesfunestusFUMOZ|AFUN007305	AnophelesgambiaePEST|AGAP000990
4	4	0.332	AnophelesalbimanusSTECLA|AALB006935	AnophelesatroparvusEBRO|AATE005799	AnophelesfunestusFUMOZ|AFUN007308	AnophelesgambiaePEST|AGAP000985
4	4	0.332	AnophelesalbimanusSTECLA|AALB006939	AnophelesatroparvusEBRO|AATE005107	AnophelesfunestusFUMOZ|AFUN006843	AnophelesgambiaePEST|AGAP000638
4	4	0.332	AnophelesalbimanusSTECLA|AALB006941	AnophelesatroparvusEBRO|AATE003357	AnophelesfunestusFUMOZ|AFUN006834	AnophelesgambiaePEST|AGAP000637
4	4	0.332	AnophelesalbimanusSTECLA|AALB006942	AnophelesatroparvusEBRO|AATE001169	AnophelesfunestusFUMOZ|AFUN006836	AnophelesgambiaePEST|AGAP000635
4	4	0.332	AnophelesalbimanusSTECLA|AALB006943	AnophelesatroparvusEBRO|AATE000070	AnophelesfunestusFUMOZ|AFUN011457	AnophelesgambiaePEST|AGAP000686
4	4	0.332	AnophelesalbimanusSTECLA|AALB006944	AnophelesatroparvusEBRO|AATE016801	AnophelesfunestusFUMOZ|AFUN011458	AnophelesgambiaePEST|AGAP000687
4	4	0.332	AnophelesalbimanusSTECLA|AALB006945	AnophelesatroparvusEBRO|AATE020937	AnophelesfunestusFUMOZ|AFUN011459	AnophelesgambiaePEST|AGAP000688
4	4	0.332	AnophelesalbimanusSTECLA|AALB006948	AnophelesatroparvusEBRO|AATE021908	AnophelesfunestusFUMOZ|AFUN015822	AnophelesgambiaePEST|AGAP000693
4	4	0.332	AnophelesalbimanusSTECLA|AALB006949	AnophelesatroparvusEBRO|AATE021906	AnophelesfunestusFUMOZ|AFUN011465	AnophelesgambiaePEST|AGAP000694
4	4	0.332	AnophelesalbimanusSTECLA|AALB006950	AnophelesatroparvusEBRO|AATE011475	AnophelesfunestusFUMOZ|AFUN011466	AnophelesgambiaePEST|AGAP000695
4	4	0.332	AnophelesalbimanusSTECLA|AALB007624	AnophelesatroparvusEBRO|AATE010309	AnophelesfunestusFUMOZ|AFUN000236	AnophelesgambiaePEST|AGAP013097
4	4	0.332	AnophelesalbimanusSTECLA|AALB007625	AnophelesatroparvusEBRO|AATE005959	AnophelesfunestusFUMOZ|AFUN000237	AnophelesgambiaePEST|AGAP012991
4	4	0.332	AnophelesalbimanusSTECLA|AALB007628	AnophelesatroparvusEBRO|AATE011937	AnophelesfunestusFUMOZ|AFUN000240	AnophelesgambiaePEST|AGAP029672
4	4	0.332	AnophelesalbimanusSTECLA|AALB007632	AnophelesatroparvusEBRO|AATE020408	AnophelesfunestusFUMOZ|AFUN020104	AnophelesgambiaePEST|AGAP000962
4	4	0.332	AnophelesalbimanusSTECLA|AALB007634	AnophelesatroparvusEBRO|AATE016658	AnophelesfunestusFUMOZ|AFUN005579	AnophelesgambiaePEST|AGAP000963
4	4	0.332	AnophelesalbimanusSTECLA|AALB007638	AnophelesatroparvusEBRO|AATE004833	AnophelesfunestusFUMOZ|AFUN001732	AnophelesgambiaePEST|AGAP000104
4	4	0.332	AnophelesalbimanusSTECLA|AALB007639	AnophelesatroparvusEBRO|AATE011941	AnophelesfunestusFUMOZ|AFUN001733	AnophelesgambiaePEST|AGAP000102
4	4	0.332	AnophelesalbimanusSTECLA|AALB007641	AnophelesatroparvusEBRO|AATE016081	AnophelesfunestusFUMOZ|AFUN007295	AnophelesgambiaePEST|AGAP000884
4	4	0.332	AnophelesalbimanusSTECLA|AALB007642	AnophelesatroparvusEBRO|AATE004157	AnophelesfunestusFUMOZ|AFUN008413	AnophelesgambiaePEST|AGAP000354
4	4	0.332	AnophelesalbimanusSTECLA|AALB007646	AnophelesatroparvusEBRO|AATE005672	AnophelesfunestusFUMOZ|AFUN011589	AnophelesgambiaePEST|AGAP000592
4	4	0.332	AnophelesalbimanusSTECLA|AALB007650	AnophelesatroparvusEBRO|AATE008229	AnophelesfunestusFUMOZ|AFUN011593	AnophelesgambiaePEST|AGAP000704
4	4	0.332	AnophelesalbimanusSTECLA|AALB007652	AnophelesatroparvusEBRO|AATE000393	AnophelesfunestusFUMOZ|AFUN008152	AnophelesgambiaePEST|AGAP013262
4	4	0.332	AnophelesalbimanusSTECLA|AALB007653	AnophelesatroparvusEBRO|AATE011217	AnophelesfunestusFUMOZ|AFUN010361	AnophelesgambiaePEST|AGAP001065
4	4	0.332	AnophelesalbimanusSTECLA|AALB007654	AnophelesatroparvusEBRO|AATE018724	AnophelesfunestusFUMOZ|AFUN006237	AnophelesgambiaePEST|AGAP000791
4	4	0.332	AnophelesalbimanusSTECLA|AALB007655	AnophelesatroparvusEBRO|AATE010985	AnophelesfunestusFUMOZ|AFUN006238	AnophelesgambiaePEST|AGAP000790
4	4	0.332	AnophelesalbimanusSTECLA|AALB007658	AnophelesatroparvusEBRO|AATE018720	AnophelesfunestusFUMOZ|AFUN006243	AnophelesgambiaePEST|AGAP000788
4	4	0.332	AnophelesalbimanusSTECLA|AALB007660	AnophelesatroparvusEBRO|AATE007891	AnophelesfunestusFUMOZ|AFUN010400	AnophelesgambiaePEST|AGAP013279
4	4	0.332	AnophelesalbimanusSTECLA|AALB007664	AnophelesatroparvusEBRO|AATE007280	AnophelesfunestusFUMOZ|AFUN016318	AnophelesgambiaePEST|AGAP000909
4	4	0.332	AnophelesalbimanusSTECLA|AALB007665	AnophelesatroparvusEBRO|AATE014811	AnophelesfunestusFUMOZ|AFUN002834	AnophelesgambiaePEST|AGAP000506
4	4	0.332	AnophelesalbimanusSTECLA|AALB007668	AnophelesatroparvusEBRO|AATE003209	AnophelesfunestusFUMOZ|AFUN002831	AnophelesgambiaePEST|AGAP029815
4	4	0.332	AnophelesalbimanusSTECLA|AALB007673	AnophelesatroparvusEBRO|AATE000200	AnophelesfunestusFUMOZ|AFUN010428	AnophelesgambiaePEST|AGAP001076
4	4	0.332	AnophelesalbimanusSTECLA|AALB007675	AnophelesatroparvusEBRO|AATE020992	AnophelesfunestusFUMOZ|AFUN003545	AnophelesgambiaePEST|AGAP000547
4	4	0.332	AnophelesalbimanusSTECLA|AALB007678	AnophelesatroparvusEBRO|AATE013859	AnophelesfunestusFUMOZ|AFUN005752	AnophelesgambiaePEST|AGAP000375
4	4	0.332	AnophelesalbimanusSTECLA|AALB007679	AnophelesatroparvusEBRO|AATE000263	AnophelesfunestusFUMOZ|AFUN002825	AnophelesgambiaePEST|AGAP000958
4	4	0.332	AnophelesalbimanusSTECLA|AALB007680	AnophelesatroparvusEBRO|AATE016851	AnophelesfunestusFUMOZ|AFUN002824	AnophelesgambiaePEST|AGAP000957
4	4	0.332	AnophelesalbimanusSTECLA|AALB007681	AnophelesatroparvusEBRO|AATE007034	AnophelesfunestusFUMOZ|AFUN002823	AnophelesgambiaePEST|AGAP000955
4	4	0.332	AnophelesalbimanusSTECLA|AALB007682	AnophelesatroparvusEBRO|AATE000261	AnophelesfunestusFUMOZ|AFUN020692	AnophelesgambiaePEST|AGAP000954
4	4	0.332	AnophelesalbimanusSTECLA|AALB007685	AnophelesatroparvusEBRO|AATE015598	AnophelesfunestusFUMOZ|AFUN005604	AnophelesgambiaePEST|AGAP000778
4	4	0.332	AnophelesalbimanusSTECLA|AALB007686	AnophelesatroparvusEBRO|AATE020122	AnophelesfunestusFUMOZ|AFUN001749	AnophelesgambiaePEST|AGAP029617
4	4	0.332	AnophelesalbimanusSTECLA|AALB007687	AnophelesatroparvusEBRO|AATE013974	AnophelesfunestusFUMOZ|AFUN001748	AnophelesgambiaePEST|AGAP000085
4	4	0.332	AnophelesalbimanusSTECLA|AALB007695	AnophelesatroparvusEBRO|AATE009131	AnophelesfunestusFUMOZ|AFUN010408	AnophelesgambiaePEST|AGAP000128
4	4	0.332	AnophelesalbimanusSTECLA|AALB007696	AnophelesatroparvusEBRO|AATE001740	AnophelesfunestusFUMOZ|AFUN006969	AnophelesgambiaePEST|AGAP000137
4	4	0.332	AnophelesalbimanusSTECLA|AALB007697	AnophelesatroparvusEBRO|AATE016258	AnophelesfunestusFUMOZ|AFUN019899	AnophelesgambiaePEST|AGAP000136
4	4	0.332	AnophelesalbimanusSTECLA|AALB007698	AnophelesatroparvusEBRO|AATE003086	AnophelesfunestusFUMOZ|AFUN000261	AnophelesgambiaePEST|AGAP000250
4	4	0.332	AnophelesalbimanusSTECLA|AALB007699	AnophelesatroparvusEBRO|AATE016049	AnophelesfunestusFUMOZ|AFUN000260	AnophelesgambiaePEST|AGAP000251
4	4	0.332	AnophelesalbimanusSTECLA|AALB007700	AnophelesatroparvusEBRO|AATE016042	AnophelesfunestusFUMOZ|AFUN008060	AnophelesgambiaePEST|AGAP001037
4	4	0.332	AnophelesalbimanusSTECLA|AALB007702	AnophelesatroparvusEBRO|AATE000352	AnophelesfunestusFUMOZ|AFUN008056	AnophelesgambiaePEST|AGAP000473
4	4	0.332	AnophelesalbimanusSTECLA|AALB007704	AnophelesatroparvusEBRO|AATE011724	AnophelesfunestusFUMOZ|AFUN005705	AnophelesgambiaePEST|AGAP000668
4	4	0.332	AnophelesalbimanusSTECLA|AALB007705	AnophelesatroparvusEBRO|AATE009498	AnophelesfunestusFUMOZ|AFUN020226	AnophelesgambiaePEST|AGAP000669
4	4	0.332	AnophelesalbimanusSTECLA|AALB007711	AnophelesatroparvusEBRO|AATE006496	AnophelesfunestusFUMOZ|AFUN000265	AnophelesgambiaePEST|AGAP000245
4	4	0.332	AnophelesalbimanusSTECLA|AALB007715	AnophelesatroparvusEBRO|AATE005176	AnophelesfunestusFUMOZ|AFUN005694	AnophelesgambiaePEST|AGAP000466
4	4	0.332	AnophelesalbimanusSTECLA|AALB007716	AnophelesatroparvusEBRO|AATE008574	AnophelesfunestusFUMOZ|AFUN020765	AnophelesgambiaePEST|AGAP000899
4	4	0.332	AnophelesalbimanusSTECLA|AALB007717	AnophelesatroparvusEBRO|AATE015625	AnophelesfunestusFUMOZ|AFUN020237	AnophelesgambiaePEST|AGAP000769
4	4	0.332	AnophelesalbimanusSTECLA|AALB007718	AnophelesatroparvusEBRO|AATE010953	AnophelesfunestusFUMOZ|AFUN005595	AnophelesgambiaePEST|AGAP000768
4	4	0.332	AnophelesalbimanusSTECLA|AALB007723	AnophelesatroparvusEBRO|AATE014205	AnophelesfunestusFUMOZ|AFUN000266	AnophelesgambiaePEST|AGAP000243
4	4	0.332	AnophelesalbimanusSTECLA|AALB007725	AnophelesatroparvusEBRO|AATE005101	AnophelesfunestusFUMOZ|AFUN002853	AnophelesgambiaePEST|AGAP000532
4	4	0.332	AnophelesalbimanusSTECLA|AALB007727	AnophelesatroparvusEBRO|AATE014682	AnophelesfunestusFUMOZ|AFUN020768	AnophelesgambiaePEST|AGAP001053
4	4	0.332	AnophelesalbimanusSTECLA|AALB007735	AnophelesatroparvusEBRO|AATE013780	AnophelesfunestusFUMOZ|AFUN005811	AnophelesgambiaePEST|AGAP000623
4	4	0.332	AnophelesalbimanusSTECLA|AALB007736	AnophelesatroparvusEBRO|AATE015802	AnophelesfunestusFUMOZ|AFUN021761	AnophelesgambiaePEST|AGAP000991
4	4	0.332	AnophelesalbimanusSTECLA|AALB007737	AnophelesatroparvusEBRO|AATE003856	AnophelesfunestusFUMOZ|AFUN021762	AnophelesgambiaePEST|AGAP000992
4	4	0.332	AnophelesalbimanusSTECLA|AALB007743	AnophelesatroparvusEBRO|AATE008091	AnophelesfunestusFUMOZ|AFUN006075	AnophelesgambiaePEST|AGAP000666
4	4	0.332	AnophelesalbimanusSTECLA|AALB007747	AnophelesatroparvusEBRO|AATE013273	AnophelesfunestusFUMOZ|AFUN004695	AnophelesgambiaePEST|AGAP000053
4	4	0.332	AnophelesalbimanusSTECLA|AALB007750	AnophelesatroparvusEBRO|AATE003730	AnophelesfunestusFUMOZ|AFUN004699	AnophelesgambiaePEST|AGAP000056
4	4	0.332	AnophelesalbimanusSTECLA|AALB007757	AnophelesatroparvusEBRO|AATE005256	AnophelesfunestusFUMOZ|AFUN008177	AnophelesgambiaePEST|AGAP000659
4	4	0.332	AnophelesalbimanusSTECLA|AALB007759	AnophelesatroparvusEBRO|AATE016903	AnophelesfunestusFUMOZ|AFUN010396	AnophelesgambiaePEST|AGAP000117
4	4	0.332	AnophelesalbimanusSTECLA|AALB007760	AnophelesatroparvusEBRO|AATE020486	AnophelesfunestusFUMOZ|AFUN010397	AnophelesgambiaePEST|AGAP000118
4	4	0.332	AnophelesalbimanusSTECLA|AALB007770	AnophelesatroparvusEBRO|AATE016320	AnophelesfunestusFUMOZ|AFUN000704	AnophelesgambiaePEST|AGAP000724
4	4	0.332	AnophelesalbimanusSTECLA|AALB007771	AnophelesatroparvusEBRO|AATE009138	AnophelesfunestusFUMOZ|AFUN000705	AnophelesgambiaePEST|AGAP000723
4	4	0.332	AnophelesalbimanusSTECLA|AALB007772	AnophelesatroparvusEBRO|AATE005858	AnophelesfunestusFUMOZ|AFUN000707	AnophelesgambiaePEST|AGAP000720
4	4	0.332	AnophelesalbimanusSTECLA|AALB007773	AnophelesatroparvusEBRO|AATE006610	AnophelesfunestusFUMOZ|AFUN000708	AnophelesgambiaePEST|AGAP000719
4	4	0.332	AnophelesalbimanusSTECLA|AALB007774	AnophelesatroparvusEBRO|AATE002648	AnophelesfunestusFUMOZ|AFUN005733	AnophelesgambiaePEST|AGAP000389
4	4	0.332	AnophelesalbimanusSTECLA|AALB007778	AnophelesatroparvusEBRO|AATE008651	AnophelesfunestusFUMOZ|AFUN000189	AnophelesgambiaePEST|AGAP000041
4	4	0.332	AnophelesalbimanusSTECLA|AALB007779	AnophelesatroparvusEBRO|AATE010579	AnophelesfunestusFUMOZ|AFUN000190	AnophelesgambiaePEST|AGAP000040
4	4	0.332	AnophelesalbimanusSTECLA|AALB007780	AnophelesatroparvusEBRO|AATE007047	AnophelesfunestusFUMOZ|AFUN004689	AnophelesgambiaePEST|AGAP000047
4	4	0.332	AnophelesalbimanusSTECLA|AALB007781	AnophelesatroparvusEBRO|AATE011792	AnophelesfunestusFUMOZ|AFUN010363	AnophelesgambiaePEST|AGAP001082
4	4	0.332	AnophelesalbimanusSTECLA|AALB007783	AnophelesatroparvusEBRO|AATE002482	AnophelesfunestusFUMOZ|AFUN003882	AnophelesgambiaePEST|AGAP000149
4	4	0.332	AnophelesalbimanusSTECLA|AALB007786	AnophelesatroparvusEBRO|AATE020629	AnophelesfunestusFUMOZ|AFUN008139	AnophelesgambiaePEST|AGAP000615
4	4	0.332	AnophelesalbimanusSTECLA|AALB007787	AnophelesatroparvusEBRO|AATE017468	AnophelesfunestusFUMOZ|AFUN008140	AnophelesgambiaePEST|AGAP000616
4	4	0.332	AnophelesalbimanusSTECLA|AALB007788	AnophelesatroparvusEBRO|AATE008089	AnophelesfunestusFUMOZ|AFUN019814	AnophelesgambiaePEST|AGAP001050
4	4	0.332	AnophelesalbimanusSTECLA|AALB007793	AnophelesatroparvusEBRO|AATE010412	AnophelesfunestusFUMOZ|AFUN006978	AnophelesgambiaePEST|AGAP000748
4	4	0.332	AnophelesalbimanusSTECLA|AALB007794	AnophelesatroparvusEBRO|AATE000786	AnophelesfunestusFUMOZ|AFUN005697	AnophelesgambiaePEST|AGAP000469
4	4	0.332	AnophelesalbimanusSTECLA|AALB007795	AnophelesatroparvusEBRO|AATE020488	AnophelesfunestusFUMOZ|AFUN007569	AnophelesgambiaePEST|AGAP000841
4	4	0.332	AnophelesalbimanusSTECLA|AALB007796	AnophelesatroparvusEBRO|AATE007451	AnophelesfunestusFUMOZ|AFUN006901	AnophelesgambiaePEST|AGAP000412
4	4	0.332	AnophelesalbimanusSTECLA|AALB007797	AnophelesatroparvusEBRO|AATE005968	AnophelesfunestusFUMOZ|AFUN006902	AnophelesgambiaePEST|AGAP000413
4	4	0.332	AnophelesalbimanusSTECLA|AALB014578	AnophelesatroparvusEBRO|AATE014453	AnophelesfunestusFUMOZ|AFUN005699	AnophelesgambiaePEST|AGAP000471
4	4	0.332	AnophelesalbimanusSTECLA|AALB015483	AnophelesatroparvusEBRO|AATE010151	AnophelesfunestusFUMOZ|AFUN006819	AnophelesgambiaePEST|AGAP000651
4	4	0.332	AnophelesalbimanusSTECLA|AALB015525	AnophelesatroparvusEBRO|AATE002634	AnophelesfunestusFUMOZ|AFUN015778	AnophelesgambiaePEST|AGAP000193
