# Species	Genes	Alg.-Conn.	AnophelesalbimanusSTECLA.faa	AnophelesaquasalisidAnoAquaMGQ19.faa	AnophelesatroparvusEBRO.faa	AnophelescruziiidAnoCruzASRS3206.faa	AnophelesfunestusFUMOZ.faa	AnophelesgambiaePEST.faa	AnophelesmouchetiidAnoMoucSNF2007.faa
7	7	0.444	AnophelesalbimanusSTECLA|AALB008502	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010185	AnophelesatroparvusEBRO|AATE004219	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005416	AnophelesfunestusFUMOZ|AFUN002553	AnophelesgambiaePEST|AGAP011470	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003335
7	7	0.444	AnophelesalbimanusSTECLA|AALB008503	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012043	AnophelesatroparvusEBRO|AATE010385	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005812	AnophelesfunestusFUMOZ|AFUN002552	AnophelesgambiaePEST|AGAP011471	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010700
7	7	0.444	AnophelesalbimanusSTECLA|AALB008504	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003708	AnophelesatroparvusEBRO|AATE007422	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008912	AnophelesfunestusFUMOZ|AFUN002551	AnophelesgambiaePEST|AGAP011472	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011388
7	7	0.444	AnophelesalbimanusSTECLA|AALB008505	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007657	AnophelesatroparvusEBRO|AATE001372	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007765	AnophelesfunestusFUMOZ|AFUN002550	AnophelesgambiaePEST|AGAP011474	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000322
7	7	0.444	AnophelesalbimanusSTECLA|AALB008507	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001809	AnophelesatroparvusEBRO|AATE013626	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007987	AnophelesfunestusFUMOZ|AFUN002548	AnophelesgambiaePEST|AGAP011476	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005827
7	7	0.444	AnophelesalbimanusSTECLA|AALB008509	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003627	AnophelesatroparvusEBRO|AATE004818	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011653	AnophelesfunestusFUMOZ|AFUN018960	AnophelesgambiaePEST|AGAP029295	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006333
7	7	0.444	AnophelesalbimanusSTECLA|AALB008510	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011457	AnophelesatroparvusEBRO|AATE009485	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012128	AnophelesfunestusFUMOZ|AFUN002545	AnophelesgambiaePEST|AGAP011475	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013328
7	7	0.444	AnophelesalbimanusSTECLA|AALB008512	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012905	AnophelesatroparvusEBRO|AATE020032	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009599	AnophelesfunestusFUMOZ|AFUN020037	AnophelesgambiaePEST|AGAP011479	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012149
7	7	0.444	AnophelesalbimanusSTECLA|AALB008515	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005929	AnophelesatroparvusEBRO|AATE007021	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000208	AnophelesfunestusFUMOZ|AFUN016464	AnophelesgambiaePEST|AGAP002954	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012593
7	7	0.444	AnophelesalbimanusSTECLA|AALB008516	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002180	AnophelesatroparvusEBRO|AATE020884	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005971	AnophelesfunestusFUMOZ|AFUN007752	AnophelesgambiaePEST|AGAP002955	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003625
7	7	0.444	AnophelesalbimanusSTECLA|AALB008517	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006516	AnophelesatroparvusEBRO|AATE012195	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005175	AnophelesfunestusFUMOZ|AFUN007751	AnophelesgambiaePEST|AGAP002956	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001137
7	7	0.444	AnophelesalbimanusSTECLA|AALB008518	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012817	AnophelesatroparvusEBRO|AATE000775	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007170	AnophelesfunestusFUMOZ|AFUN007750	AnophelesgambiaePEST|AGAP002957	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010436
7	7	0.444	AnophelesalbimanusSTECLA|AALB008519	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008407	AnophelesatroparvusEBRO|AATE020077	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002908	AnophelesfunestusFUMOZ|AFUN022207	AnophelesgambiaePEST|AGAP003842	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003583
7	7	0.444	AnophelesalbimanusSTECLA|AALB008521	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002294	AnophelesatroparvusEBRO|AATE005610	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002884	AnophelesfunestusFUMOZ|AFUN010892	AnophelesgambiaePEST|AGAP003844	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012670
7	7	0.444	AnophelesalbimanusSTECLA|AALB008522	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004406	AnophelesatroparvusEBRO|AATE004302	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003883	AnophelesfunestusFUMOZ|AFUN016326	AnophelesgambiaePEST|AGAP004020	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004819
7	7	0.444	AnophelesalbimanusSTECLA|AALB008525	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006429	AnophelesatroparvusEBRO|AATE018425	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000998	AnophelesfunestusFUMOZ|AFUN004988	AnophelesgambiaePEST|AGAP003644	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009998
7	7	0.444	AnophelesalbimanusSTECLA|AALB008528	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000782	AnophelesatroparvusEBRO|AATE015856	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003501	AnophelesfunestusFUMOZ|AFUN021534	AnophelesgambiaePEST|AGAP003648	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010136
7	7	0.444	AnophelesalbimanusSTECLA|AALB008530	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007417	AnophelesatroparvusEBRO|AATE009807	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007100	AnophelesfunestusFUMOZ|AFUN004993	AnophelesgambiaePEST|AGAP003650	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009870
7	7	0.444	AnophelesalbimanusSTECLA|AALB008533	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009776	AnophelesatroparvusEBRO|AATE015608	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012300	AnophelesfunestusFUMOZ|AFUN001477	AnophelesgambiaePEST|AGAP004311	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006019
7	7	0.444	AnophelesalbimanusSTECLA|AALB008536	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008526	AnophelesatroparvusEBRO|AATE001249	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010901	AnophelesfunestusFUMOZ|AFUN011324	AnophelesgambiaePEST|AGAP004085	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004172
7	7	0.444	AnophelesalbimanusSTECLA|AALB008538	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001929	AnophelesatroparvusEBRO|AATE016226	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001787	AnophelesfunestusFUMOZ|AFUN011323	AnophelesgambiaePEST|AGAP004086	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006805
7	7	0.444	AnophelesalbimanusSTECLA|AALB008539	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006366	AnophelesatroparvusEBRO|AATE003349	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000396	AnophelesfunestusFUMOZ|AFUN011322	AnophelesgambiaePEST|AGAP004087	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000485
7	7	0.444	AnophelesalbimanusSTECLA|AALB008540	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004319	AnophelesatroparvusEBRO|AATE014607	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009354	AnophelesfunestusFUMOZ|AFUN011320	AnophelesgambiaePEST|AGAP004088	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000377
7	7	0.444	AnophelesalbimanusSTECLA|AALB008542	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005577	AnophelesatroparvusEBRO|AATE006540	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010121	AnophelesfunestusFUMOZ|AFUN010869	AnophelesgambiaePEST|AGAP004254	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001183
7	7	0.444	AnophelesalbimanusSTECLA|AALB008543	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009216	AnophelesatroparvusEBRO|AATE013420	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003102	AnophelesfunestusFUMOZ|AFUN020407	AnophelesgambiaePEST|AGAP004251	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001764
7	7	0.444	AnophelesalbimanusSTECLA|AALB008546	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000185	AnophelesatroparvusEBRO|AATE010825	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010288	AnophelesfunestusFUMOZ|AFUN020089	AnophelesgambiaePEST|AGAP012988	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013620
7	7	0.444	AnophelesalbimanusSTECLA|AALB008548	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010002	AnophelesatroparvusEBRO|AATE000793	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008402	AnophelesfunestusFUMOZ|AFUN022202	AnophelesgambiaePEST|AGAP013480	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013669
7	7	0.444	AnophelesalbimanusSTECLA|AALB008550	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003506	AnophelesatroparvusEBRO|AATE004879	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000341	AnophelesfunestusFUMOZ|AFUN020281	AnophelesgambiaePEST|AGAP004246	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001969
7	7	0.444	AnophelesalbimanusSTECLA|AALB008553	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006404	AnophelesatroparvusEBRO|AATE019963	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001275	AnophelesfunestusFUMOZ|AFUN020703	AnophelesgambiaePEST|AGAP004244	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003673
7	7	0.444	AnophelesalbimanusSTECLA|AALB008560	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001461	AnophelesatroparvusEBRO|AATE015844	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008501	AnophelesfunestusFUMOZ|AFUN010172	AnophelesgambiaePEST|AGAP004235	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006721
7	7	0.444	AnophelesalbimanusSTECLA|AALB008563	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000494	AnophelesatroparvusEBRO|AATE007669	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002439	AnophelesfunestusFUMOZ|AFUN020363	AnophelesgambiaePEST|AGAP004233	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013985
7	7	0.444	AnophelesalbimanusSTECLA|AALB008565	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008944	AnophelesatroparvusEBRO|AATE003263	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006030	AnophelesfunestusFUMOZ|AFUN011405	AnophelesgambiaePEST|AGAP004159	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008922
7	7	0.444	AnophelesalbimanusSTECLA|AALB008566	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010359	AnophelesatroparvusEBRO|AATE020847	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011291	AnophelesfunestusFUMOZ|AFUN011404	AnophelesgambiaePEST|AGAP004158	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1014050
7	7	0.444	AnophelesalbimanusSTECLA|AALB008567	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009030	AnophelesatroparvusEBRO|AATE004226	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011167	AnophelesfunestusFUMOZ|AFUN022287	AnophelesgambiaePEST|AGAP004156	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004868
7	7	0.444	AnophelesalbimanusSTECLA|AALB008573	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011170	AnophelesatroparvusEBRO|AATE000798	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011450	AnophelesfunestusFUMOZ|AFUN020456	AnophelesgambiaePEST|AGAP004154	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011642
7	7	0.444	AnophelesalbimanusSTECLA|AALB008574	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000603	AnophelesatroparvusEBRO|AATE008547	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002869	AnophelesfunestusFUMOZ|AFUN011398	AnophelesgambiaePEST|AGAP012977	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006887
7	7	0.444	AnophelesalbimanusSTECLA|AALB008575	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008295	AnophelesatroparvusEBRO|AATE005065	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010995	AnophelesfunestusFUMOZ|AFUN022286	AnophelesgambiaePEST|AGAP004152	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001590
7	7	0.444	AnophelesalbimanusSTECLA|AALB008576	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000172	AnophelesatroparvusEBRO|AATE007762	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010442	AnophelesfunestusFUMOZ|AFUN011394	AnophelesgambiaePEST|AGAP004151	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009750
7	7	0.444	AnophelesalbimanusSTECLA|AALB008577	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010874	AnophelesatroparvusEBRO|AATE003149	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004768	AnophelesfunestusFUMOZ|AFUN011732	AnophelesgambiaePEST|AGAP001724	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000192
7	7	0.444	AnophelesalbimanusSTECLA|AALB008578	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003366	AnophelesatroparvusEBRO|AATE012523	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009643	AnophelesfunestusFUMOZ|AFUN011731	AnophelesgambiaePEST|AGAP001725	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000054
7	7	0.444	AnophelesalbimanusSTECLA|AALB008579	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001457	AnophelesatroparvusEBRO|AATE009590	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003445	AnophelesfunestusFUMOZ|AFUN020317	AnophelesgambiaePEST|AGAP001726	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005892
7	7	0.444	AnophelesalbimanusSTECLA|AALB008584	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012083	AnophelesatroparvusEBRO|AATE018565	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005969	AnophelesfunestusFUMOZ|AFUN020772	AnophelesgambiaePEST|AGAP001729	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002027
7	7	0.444	AnophelesalbimanusSTECLA|AALB008587	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004751	AnophelesatroparvusEBRO|AATE009273	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007312	AnophelesfunestusFUMOZ|AFUN009370	AnophelesgambiaePEST|AGAP001732	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004131
7	7	0.444	AnophelesalbimanusSTECLA|AALB008590	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001158	AnophelesatroparvusEBRO|AATE008909	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004066	AnophelesfunestusFUMOZ|AFUN016321	AnophelesgambiaePEST|AGAP001736	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003276
7	7	0.444	AnophelesalbimanusSTECLA|AALB008591	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011563	AnophelesatroparvusEBRO|AATE002513	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006519	AnophelesfunestusFUMOZ|AFUN009373	AnophelesgambiaePEST|AGAP001737	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013650
7	7	0.444	AnophelesalbimanusSTECLA|AALB008592	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006523	AnophelesatroparvusEBRO|AATE002823	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005667	AnophelesfunestusFUMOZ|AFUN009374	AnophelesgambiaePEST|AGAP001738	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007095
7	7	0.444	AnophelesalbimanusSTECLA|AALB008593	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003591	AnophelesatroparvusEBRO|AATE006170	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006567	AnophelesfunestusFUMOZ|AFUN009375	AnophelesgambiaePEST|AGAP029583	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008260
7	7	0.444	AnophelesalbimanusSTECLA|AALB008595	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008913	AnophelesatroparvusEBRO|AATE009125	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004306	AnophelesfunestusFUMOZ|AFUN009378	AnophelesgambiaePEST|AGAP001741	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004837
7	7	0.444	AnophelesalbimanusSTECLA|AALB008597	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005109	AnophelesatroparvusEBRO|AATE008629	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004153	AnophelesfunestusFUMOZ|AFUN009380	AnophelesgambiaePEST|AGAP001743	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004872
7	7	0.444	AnophelesalbimanusSTECLA|AALB008599	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009611	AnophelesatroparvusEBRO|AATE015855	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006070	AnophelesfunestusFUMOZ|AFUN001188	AnophelesgambiaePEST|AGAP001555	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005415
7	7	0.444	AnophelesalbimanusSTECLA|AALB008602	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008019	AnophelesatroparvusEBRO|AATE009277	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004508	AnophelesfunestusFUMOZ|AFUN020737	AnophelesgambiaePEST|AGAP002282	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003336
7	7	0.444	AnophelesalbimanusSTECLA|AALB008603	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011975	AnophelesatroparvusEBRO|AATE014162	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002698	AnophelesfunestusFUMOZ|AFUN002175	AnophelesgambiaePEST|AGAP002283	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000257
7	7	0.444	AnophelesalbimanusSTECLA|AALB008605	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004125	AnophelesatroparvusEBRO|AATE021781	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001999	AnophelesfunestusFUMOZ|AFUN002171	AnophelesgambiaePEST|AGAP002288	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007849
7	7	0.444	AnophelesalbimanusSTECLA|AALB008606	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008703	AnophelesatroparvusEBRO|AATE004508	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001837	AnophelesfunestusFUMOZ|AFUN002170	AnophelesgambiaePEST|AGAP002289	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008728
7	7	0.444	AnophelesalbimanusSTECLA|AALB008608	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012920	AnophelesatroparvusEBRO|AATE019089	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011526	AnophelesfunestusFUMOZ|AFUN002168	AnophelesgambiaePEST|AGAP002291	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002491
7	7	0.444	AnophelesalbimanusSTECLA|AALB008609	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011121	AnophelesatroparvusEBRO|AATE004392	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008661	AnophelesfunestusFUMOZ|AFUN002167	AnophelesgambiaePEST|AGAP002292	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011096
7	7	0.444	AnophelesalbimanusSTECLA|AALB008610	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008823	AnophelesatroparvusEBRO|AATE005368	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008491	AnophelesfunestusFUMOZ|AFUN021154	AnophelesgambiaePEST|AGAP002293	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006826
7	7	0.444	AnophelesalbimanusSTECLA|AALB008612	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007719	AnophelesatroparvusEBRO|AATE018648	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007661	AnophelesfunestusFUMOZ|AFUN002164	AnophelesgambiaePEST|AGAP002295	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009440
7	7	0.444	AnophelesalbimanusSTECLA|AALB008619	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000590	AnophelesatroparvusEBRO|AATE006195	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002291	AnophelesfunestusFUMOZ|AFUN002003	AnophelesgambiaePEST|AGAP002299	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003122
7	7	0.444	AnophelesalbimanusSTECLA|AALB008622	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007718	AnophelesatroparvusEBRO|AATE016093	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000315	AnophelesfunestusFUMOZ|AFUN002005	AnophelesgambiaePEST|AGAP002300	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005028
7	7	0.444	AnophelesalbimanusSTECLA|AALB008626	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011705	AnophelesatroparvusEBRO|AATE018297	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006043	AnophelesfunestusFUMOZ|AFUN002008	AnophelesgambiaePEST|AGAP002305	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008346
7	7	0.444	AnophelesalbimanusSTECLA|AALB008627	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007009	AnophelesatroparvusEBRO|AATE004382	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006828	AnophelesfunestusFUMOZ|AFUN002009	AnophelesgambiaePEST|AGAP002306	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008114
7	7	0.444	AnophelesalbimanusSTECLA|AALB008628	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001998	AnophelesatroparvusEBRO|AATE011024	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007107	AnophelesfunestusFUMOZ|AFUN019755	AnophelesgambiaePEST|AGAP002307	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012307
7	7	0.444	AnophelesalbimanusSTECLA|AALB008629	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002720	AnophelesatroparvusEBRO|AATE002118	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007106	AnophelesfunestusFUMOZ|AFUN022362	AnophelesgambiaePEST|AGAP002309	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002636
7	7	0.444	AnophelesalbimanusSTECLA|AALB008630	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012735	AnophelesatroparvusEBRO|AATE008858	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003315	AnophelesfunestusFUMOZ|AFUN020410	AnophelesgambiaePEST|AGAP002310	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001595
7	7	0.444	AnophelesalbimanusSTECLA|AALB008636	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002882	AnophelesatroparvusEBRO|AATE005758	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003335	AnophelesfunestusFUMOZ|AFUN011389	AnophelesgambiaePEST|AGAP004146	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004584
7	7	0.444	AnophelesalbimanusSTECLA|AALB008638	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011821	AnophelesatroparvusEBRO|AATE014202	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008531	AnophelesfunestusFUMOZ|AFUN011386	AnophelesgambiaePEST|AGAP004144	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000218
7	7	0.444	AnophelesalbimanusSTECLA|AALB008639	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004011	AnophelesatroparvusEBRO|AATE005265	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006144	AnophelesfunestusFUMOZ|AFUN011385	AnophelesgambiaePEST|AGAP013209	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012914
7	7	0.444	AnophelesalbimanusSTECLA|AALB008640	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004632	AnophelesatroparvusEBRO|AATE016500	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003242	AnophelesfunestusFUMOZ|AFUN001595	AnophelesgambiaePEST|AGAP001638	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002529
7	7	0.444	AnophelesalbimanusSTECLA|AALB008641	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004249	AnophelesatroparvusEBRO|AATE018620	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005061	AnophelesfunestusFUMOZ|AFUN001596	AnophelesgambiaePEST|AGAP001637	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012988
7	7	0.444	AnophelesalbimanusSTECLA|AALB008642	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009902	AnophelesatroparvusEBRO|AATE016300	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006184	AnophelesfunestusFUMOZ|AFUN001597	AnophelesgambiaePEST|AGAP001636	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001051
7	7	0.444	AnophelesalbimanusSTECLA|AALB008643	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005325	AnophelesatroparvusEBRO|AATE016559	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003386	AnophelesfunestusFUMOZ|AFUN001598	AnophelesgambiaePEST|AGAP001635	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012543
7	7	0.444	AnophelesalbimanusSTECLA|AALB008644	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005602	AnophelesatroparvusEBRO|AATE012696	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011269	AnophelesfunestusFUMOZ|AFUN001599	AnophelesgambiaePEST|AGAP001634	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004668
